i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.06,,,,,,,,,,,,,,,,,,,
2,2.89,3.08,,,,,,,,,,,,,,,,,,
3,2.73,2.91,3.18,,,,,,,,,,,,,,,,,
4,2.56,2.75,3.01,3.26,,,,,,,,,,,,,,,,
5,2.39,2.58,2.84,3.10,3.34,,,,,,,,,,,,,,,
6,2.23,2.41,2.68,2.93,3.17,3.41,,,,,,,,,,,,,,
7,2.06,2.25,2.51,2.76,3.01,3.24,3.48,,,,,,,,,,,,,
8,1.89,2.08,2.34,2.59,2.84,3.08,3.31,3.55,,,,,,,,,,,,
9,1.72,1.91,2.18,2.43,2.67,2.91,3.15,3.38,3.61,,,,,,,,,,,
10,1.56,1.74,2.01,2.26,2.50,2.74,2.98,3.21,3.44,3.67,,,,,,,,,,
11,1.39,1.58,1.84,2.09,2.34,2.58,2.81,3.04,3.27,3.50,3.73,,,,,,,,,
12,1.22,1.41,1.67,1.93,2.17,2.41,2.64,2.88,3.11,3.34,3.56,3.79,,,,,,,,
13,1.06,1.24,1.51,1.76,2.00,2.24,2.48,2.71,2.94,3.17,3.40,3.62,3.85,,,,,,,
14,0.89,1.08,1.34,1.59,1.83,2.07,2.31,2.54,2.77,3.00,3.23,3.45,3.68,3.91,,,,,,
15,0.72,0.91,1.17,1.42,1.67,1.91,2.14,2.37,2.61,2.83,3.06,3.29,3.51,3.74,3.96,,,,,
16,0.55,0.74,1.01,1.26,1.50,1.74,1.97,2.21,2.44,2.67,2.89,3.12,3.34,3.57,3.79,4.08,,,,
17,0.39,0.57,0.84,1.09,1.33,1.57,1.81,2.04,2.27,2.50,2.73,2.95,3.18,3.40,3.62,3.92,4.18,,,
18,0.22,0.41,0.67,0.92,1.16,1.40,1.64,1.87,2.10,2.33,2.55,2.78,3.00,3.22,3.45,3.74,4.02,1.17,,
19,0.07,0.24,0.49,0.74,0.98,1.21,1.44,1.67,1.89,2.12,2.34,2.56,2.79,3.01,3.23,3.49,3.72,3.07,-11.83,
20,0.00,0.08,0.28,0.48,0.68,0.88,1.08,1.28,1.48,1.68,1.88,2.08,2.28,2.48,2.68,2.88,3.08,3.28,3.48,3.68
