i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.43,,,,,,,,,,,,,,,,,,
2,0.43,1.22,,,,,,,,,,,,,,,,,
3,0.43,1.22,2.06,,,,,,,,,,,,,,,,
4,0.43,1.22,2.06,2.92,,,,,,,,,,,,,,,
5,0.43,1.22,2.06,2.92,3.79,,,,,,,,,,,,,,
6,0.43,1.22,2.06,2.92,3.79,4.68,,,,,,,,,,,,,
7,0.43,1.22,2.06,2.92,3.79,4.68,5.58,,,,,,,,,,,,
8,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,,,,,,,,,,,
9,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.40,,,,,,,,,,
10,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.40,8.31,,,,,,,,,
11,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.40,8.31,9.23,,,,,,,,
12,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.40,8.31,9.23,10.15,,,,,,,
13,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.40,8.31,9.23,10.15,11.09,,,,,,
14,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.40,8.31,9.23,10.15,11.09,12.01,,,,,
15,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.39,8.31,9.23,10.15,11.09,12.01,12.94,,,,
16,0.43,1.22,2.06,2.92,3.79,4.68,5.58,6.49,7.39,8.31,9.23,10.15,11.07,12.01,12.94,13.87,,,
17,0.42,1.21,2.04,2.90,3.79,4.67,5.58,6.47,7.38,8.30,9.21,10.14,11.06,11.99,12.93,13.86,14.79,,
18,0.40,1.18,2.00,2.87,3.73,4.62,5.51,6.42,7.33,8.23,9.15,10.07,10.99,11.93,12.86,13.79,14.71,15.64,
19,0.31,1.03,1.82,2.65,3.50,4.37,5.24,6.12,7.01,7.92,8.81,9.72,10.63,11.54,12.46,13.38,14.30,15.23,16.16
