i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.37,,,,,,,,,,,,,,,,,,,
2,6.03,6.46,,,,,,,,,,,,,,,,,,
3,5.69,6.12,6.45,,,,,,,,,,,,,,,,,
4,5.34,5.78,6.11,6.43,,,,,,,,,,,,,,,,
5,5.00,5.44,5.77,6.09,6.39,,,,,,,,,,,,,,,
6,4.66,5.09,5.43,5.75,6.05,6.35,,,,,,,,,,,,,,
7,4.32,4.75,5.09,5.40,5.71,6.00,6.29,,,,,,,,,,,,,
8,3.98,4.41,4.74,5.06,5.37,5.66,5.95,6.23,,,,,,,,,,,,
9,3.63,4.07,4.40,4.72,5.03,5.32,5.61,5.89,6.16,,,,,,,,,,,
10,3.29,3.73,4.06,4.38,4.68,4.98,5.27,5.55,5.82,6.09,,,,,,,,,,
11,2.95,3.38,3.72,4.04,4.34,4.64,4.92,5.20,5.48,5.75,6.02,,,,,,,,,
12,2.61,3.04,3.38,3.69,4.00,4.29,4.58,4.86,5.14,5.41,5.68,5.94,,,,,,,,
13,2.27,2.70,3.03,3.35,3.66,3.95,4.24,4.52,4.80,5.07,5.33,5.60,5.86,,,,,,,
14,1.92,2.36,2.69,3.01,3.32,3.61,3.90,4.18,4.45,4.72,4.99,5.26,5.52,5.78,,,,,,
15,1.58,2.02,2.35,2.67,2.97,3.27,3.55,3.84,4.11,4.38,4.65,4.91,5.17,5.43,5.69,,,,,
16,1.24,1.67,2.01,2.32,2.63,2.92,3.21,3.49,3.77,4.04,4.30,4.57,4.83,5.09,5.34,5.60,,,,
17,0.90,1.33,1.66,1.98,2.28,2.57,2.86,3.14,3.41,3.68,3.95,4.21,4.47,4.73,4.99,5.24,5.49,,,
18,0.56,0.98,1.31,1.62,1.91,2.20,2.49,2.76,3.03,3.30,3.56,3.82,4.08,4.34,4.59,4.84,5.09,5.34,,
19,0.24,0.62,0.92,1.21,1.48,1.76,2.02,2.28,2.54,2.79,3.05,3.30,3.54,3.79,4.04,4.28,4.52,4.76,5.00,
20,0.00,0.26,0.46,0.66,0.86,1.06,1.26,1.46,1.66,1.86,2.06,2.26,2.46,2.66,2.86,3.06,3.26,3.46,3.66,3.86
