i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.17,,,,,,,,,,,,,,,,,,,
2,4.89,5.23,,,,,,,,,,,,,,,,,,
3,4.61,4.95,5.26,,,,,,,,,,,,,,,,,
4,4.33,4.67,4.99,5.28,,,,,,,,,,,,,,,,
5,4.05,4.39,4.71,5.00,5.27,,,,,,,,,,,,,,,
6,3.77,4.12,4.43,4.72,4.99,5.26,,,,,,,,,,,,,,
7,3.49,3.84,4.15,4.44,4.71,4.98,5.25,,,,,,,,,,,,,
8,3.21,3.56,3.87,4.16,4.43,4.70,4.97,5.23,,,,,,,,,,,,
9,2.93,3.28,3.59,3.88,4.15,4.42,4.69,4.95,5.20,,,,,,,,,,,
10,2.65,3.00,3.31,3.60,3.87,4.14,4.41,4.67,4.92,5.17,,,,,,,,,,
11,2.37,2.72,3.03,3.32,3.59,3.86,4.13,4.39,4.64,4.89,5.14,,,,,,,,,
12,2.09,2.44,2.75,3.04,3.32,3.58,3.85,4.11,4.36,4.61,4.86,5.11,,,,,,,,
13,1.81,2.16,2.47,2.76,3.04,3.31,3.57,3.83,4.08,4.33,4.58,4.83,5.07,,,,,,,
14,1.53,1.88,2.19,2.48,2.76,3.03,3.29,3.55,3.80,4.05,4.30,4.55,4.79,5.04,,,,,,
15,1.25,1.60,1.91,2.20,2.48,2.75,3.01,3.27,3.52,3.77,4.02,4.27,4.51,4.76,5.00,,,,,
16,0.97,1.32,1.63,1.92,2.19,2.46,2.73,2.99,3.24,3.49,3.74,3.99,4.23,4.47,4.72,4.95,,,,
17,0.69,1.04,1.35,1.63,1.91,2.18,2.44,2.70,2.96,3.21,3.46,3.70,3.95,4.19,4.43,4.67,4.91,,,
18,0.42,0.76,1.06,1.35,1.62,1.89,2.15,2.40,2.66,2.91,3.15,3.40,3.64,3.88,4.12,4.36,4.60,4.83,,
19,0.17,0.47,0.76,1.03,1.29,1.54,1.79,2.04,2.28,2.53,2.77,3.00,3.24,3.47,3.71,3.94,4.17,4.40,4.63,
20,0.00,0.19,0.39,0.59,0.79,0.99,1.19,1.39,1.59,1.79,1.99,2.19,2.39,2.59,2.79,2.99,3.19,3.39,3.59,3.79
