i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.35,,,,,,,,,,,,,,,,,,
2,0.35,1.02,,,,,,,,,,,,,,,,,
3,0.35,1.02,1.75,,,,,,,,,,,,,,,,
4,0.35,1.02,1.75,2.54,,,,,,,,,,,,,,,
5,0.35,1.02,1.75,2.54,3.33,,,,,,,,,,,,,,
6,0.35,1.02,1.75,2.54,3.33,4.13,,,,,,,,,,,,,
7,0.35,1.02,1.75,2.54,3.33,4.13,4.95,,,,,,,,,,,,
8,0.35,1.02,1.75,2.54,3.33,4.13,4.95,5.79,,,,,,,,,,,
9,0.35,1.02,1.75,2.54,3.33,4.13,4.95,5.79,6.63,,,,,,,,,,
10,0.35,1.02,1.75,2.54,3.33,4.13,4.95,5.79,6.63,7.49,,,,,,,,,
11,0.35,1.02,1.75,2.54,3.33,4.13,4.95,5.79,6.63,7.49,8.35,,,,,,,,
12,0.35,1.02,1.75,2.54,3.33,4.13,4.95,5.79,6.63,7.49,8.35,9.22,,,,,,,
13,0.35,1.02,1.75,2.54,3.33,4.13,4.95,5.79,6.63,7.49,8.35,9.22,10.10,,,,,,
14,0.35,1.02,1.75,2.54,3.32,4.13,4.95,5.79,6.63,7.49,8.35,9.22,10.10,10.97,,,,,
15,0.35,1.01,1.75,2.54,3.32,4.12,4.95,5.78,6.63,7.49,8.35,9.22,10.09,10.97,11.85,,,,
16,0.35,1.01,1.74,2.52,3.31,4.12,4.94,5.77,6.62,7.47,8.33,9.20,10.07,10.95,11.84,12.72,,,
17,0.34,0.99,1.71,2.50,3.27,4.08,4.89,5.73,6.57,7.42,8.28,9.15,10.02,10.89,11.78,12.66,13.55,,
18,0.29,0.91,1.61,2.38,3.14,3.93,4.74,5.56,6.39,7.23,8.09,8.95,9.81,10.68,11.56,12.43,13.32,14.20,
19,0.19,0.69,1.31,1.99,2.70,3.44,4.21,4.99,5.78,6.59,7.41,8.24,9.07,9.91,10.76,11.62,12.47,13.34,14.21
