i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.19,,,,,,,,,,,,,,,,,,,
2,4.91,5.25,,,,,,,,,,,,,,,,,,
3,4.63,4.97,5.28,,,,,,,,,,,,,,,,,
4,4.34,4.69,5.00,5.29,,,,,,,,,,,,,,,,
5,4.06,4.40,4.72,5.01,5.29,,,,,,,,,,,,,,,
6,3.78,4.12,4.44,4.73,5.01,5.28,,,,,,,,,,,,,,
7,3.50,3.84,4.15,4.45,4.73,5.00,5.26,,,,,,,,,,,,,
8,3.22,3.56,3.87,4.17,4.44,4.72,4.98,5.24,,,,,,,,,,,,
9,2.94,3.28,3.59,3.88,4.16,4.43,4.70,4.96,5.21,,,,,,,,,,,
10,2.66,3.00,3.31,3.60,3.88,4.15,4.42,4.68,4.93,5.18,,,,,,,,,,
11,2.38,2.72,3.03,3.32,3.60,3.87,4.14,4.39,4.65,4.90,5.15,,,,,,,,,
12,2.09,2.44,2.75,3.04,3.32,3.59,3.85,4.11,4.37,4.62,4.87,5.12,,,,,,,,
13,1.81,2.15,2.47,2.76,3.04,3.31,3.57,3.83,4.09,4.34,4.59,4.84,5.08,,,,,,,
14,1.53,1.87,2.18,2.48,2.76,3.03,3.29,3.55,3.81,4.06,4.31,4.55,4.80,5.04,,,,,,
15,1.25,1.59,1.90,2.20,2.47,2.75,3.01,3.27,3.52,3.78,4.03,4.27,4.52,4.76,5.00,,,,,
16,0.97,1.31,1.62,1.91,2.19,2.46,2.73,2.99,3.24,3.49,3.74,3.99,4.23,4.48,4.72,4.96,,,,
17,0.69,1.03,1.34,1.63,1.91,2.18,2.44,2.70,2.96,3.21,3.46,3.70,3.95,4.19,4.43,4.67,4.91,,,
18,0.41,0.75,1.05,1.34,1.62,1.88,2.14,2.40,2.65,2.90,3.15,3.40,3.64,3.88,4.12,4.36,4.60,4.83,,
19,0.16,0.46,0.75,1.02,1.28,1.54,1.79,2.04,2.28,2.52,2.76,3.00,3.24,3.47,3.70,3.94,4.17,4.40,4.63,
20,0.00,0.19,0.39,0.59,0.79,0.99,1.19,1.39,1.59,1.79,1.99,2.19,2.39,2.59,2.79,2.99,3.19,3.39,3.59,3.79
