i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.23,,,,,,,,,,,,,,,,,,
2,0.23,0.99,,,,,,,,,,,,,,,,,
3,0.23,0.99,1.82,,,,,,,,,,,,,,,,
4,0.23,0.99,1.82,2.68,,,,,,,,,,,,,,,
5,0.23,0.99,1.82,2.68,3.55,,,,,,,,,,,,,,
6,0.23,0.99,1.82,2.68,3.55,4.44,,,,,,,,,,,,,
7,0.23,0.99,1.82,2.68,3.55,4.44,5.33,,,,,,,,,,,,
8,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,,,,,,,,,,,
9,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,,,,,,,,,,
10,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,8.05,,,,,,,,,
11,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,8.05,8.97,,,,,,,,
12,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,8.05,8.97,9.89,,,,,,,
13,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,8.05,8.97,9.89,10.81,,,,,,
14,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,8.05,8.97,9.89,10.81,11.74,,,,,
15,0.23,0.99,1.82,2.68,3.55,4.44,5.33,6.23,7.14,8.05,8.97,9.89,10.81,11.74,12.67,,,,
16,0.23,0.99,1.82,2.68,3.55,4.43,5.33,6.23,7.14,8.05,8.97,9.89,10.81,11.74,12.67,13.60,,,
17,0.23,0.98,1.81,2.67,3.54,4.42,5.32,6.22,7.13,8.04,8.95,9.87,10.80,11.72,12.65,13.58,14.51,,
18,0.22,0.95,1.78,2.63,3.49,4.37,5.26,6.16,7.07,7.98,8.89,9.81,10.73,11.65,12.58,13.51,14.44,15.37,
19,0.15,0.82,1.59,2.41,3.25,4.11,4.98,5.86,6.75,7.64,8.54,9.45,10.35,11.27,12.18,13.10,14.02,14.94,15.87
