i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.59,,,,,,,,,,,,,,,,,,,
2,6.23,6.66,,,,,,,,,,,,,,,,,,
3,5.87,6.30,6.66,,,,,,,,,,,,,,,,,
4,5.52,5.95,6.30,6.63,,,,,,,,,,,,,,,,
5,5.16,5.59,5.95,6.27,6.59,,,,,,,,,,,,,,,
6,4.80,5.23,5.59,5.92,6.23,6.53,,,,,,,,,,,,,,
7,4.45,4.88,5.23,5.56,5.87,6.18,6.47,,,,,,,,,,,,,
8,4.09,4.52,4.88,5.20,5.52,5.82,6.12,6.40,,,,,,,,,,,,
9,3.73,4.16,4.52,4.85,5.16,5.46,5.76,6.05,6.33,,,,,,,,,,,
10,3.38,3.81,4.16,4.49,4.80,5.11,5.40,5.69,5.97,6.25,,,,,,,,,,
11,3.02,3.45,3.81,4.13,4.45,4.75,5.05,5.33,5.62,5.90,6.17,,,,,,,,,
12,2.66,3.09,3.45,3.78,4.09,4.39,4.69,4.98,5.26,5.54,5.81,6.08,,,,,,,,
13,2.31,2.74,3.09,3.42,3.73,4.04,4.33,4.62,4.90,5.18,5.46,5.73,5.99,,,,,,,
14,1.95,2.38,2.74,3.06,3.38,3.68,3.98,4.26,4.55,4.82,5.10,5.37,5.64,5.90,,,,,,
15,1.59,2.02,2.38,2.71,3.02,3.32,3.62,3.91,4.19,4.47,4.74,5.01,5.28,5.54,5.81,,,,,
16,1.24,1.67,2.02,2.35,2.66,2.96,3.26,3.55,3.83,4.11,4.38,4.65,4.92,5.18,5.44,5.70,,,,
17,0.88,1.31,1.66,1.99,2.30,2.60,2.89,3.18,3.46,3.74,4.01,4.28,4.55,4.81,5.07,5.33,5.59,,,
18,0.53,0.95,1.29,1.61,1.91,2.21,2.50,2.78,3.06,3.33,3.60,3.87,4.13,4.39,4.65,4.91,5.16,5.42,,
19,0.22,0.58,0.89,1.18,1.46,1.74,2.01,2.28,2.54,2.80,3.06,3.31,3.56,3.81,4.06,4.31,4.55,4.80,5.04,
20,0.00,0.23,0.43,0.63,0.83,1.03,1.23,1.43,1.63,1.83,2.03,2.23,2.43,2.63,2.83,3.03,3.23,3.43,3.63,3.83
