i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.64,,,,,,,,,,,,,,,,,,,
2,6.28,6.74,,,,,,,,,,,,,,,,,,
3,5.93,6.38,6.72,,,,,,,,,,,,,,,,,
4,5.57,6.03,6.36,6.69,,,,,,,,,,,,,,,,
5,5.22,5.67,6.01,6.33,6.64,,,,,,,,,,,,,,,
6,4.86,5.32,5.65,5.98,6.29,6.59,,,,,,,,,,,,,,
7,4.50,4.96,5.30,5.62,5.93,6.23,6.53,,,,,,,,,,,,,
8,4.15,4.60,4.94,5.27,5.58,5.88,6.17,6.46,,,,,,,,,,,,
9,3.79,4.25,4.59,4.91,5.22,5.52,5.82,6.10,6.38,,,,,,,,,,,
10,3.44,3.89,4.23,4.56,4.87,5.17,5.46,5.75,6.03,6.30,,,,,,,,,,
11,3.08,3.54,3.88,4.20,4.51,4.81,5.11,5.39,5.67,5.95,6.22,,,,,,,,,
12,2.73,3.18,3.52,3.85,4.16,4.46,4.75,5.04,5.32,5.59,5.87,6.13,,,,,,,,
13,2.37,2.83,3.17,3.49,3.80,4.10,4.39,4.68,4.96,5.24,5.51,5.78,6.04,,,,,,,
14,2.02,2.47,2.81,3.13,3.45,3.75,4.04,4.33,4.61,4.88,5.15,5.42,5.69,5.95,,,,,,
15,1.66,2.12,2.45,2.78,3.09,3.39,3.68,3.97,4.25,4.53,4.80,5.07,5.33,5.60,5.86,,,,,
16,1.31,1.76,2.10,2.42,2.73,3.03,3.32,3.61,3.89,4.17,4.44,4.71,4.97,5.24,5.50,5.76,,,,
17,0.95,1.40,1.74,2.06,2.37,2.67,2.96,3.24,3.52,3.80,4.07,4.34,4.60,4.86,5.12,5.38,5.64,,,
18,0.60,1.04,1.37,1.68,1.99,2.28,2.57,2.85,3.12,3.39,3.66,3.93,4.19,4.45,4.71,4.96,5.22,5.47,,
19,0.25,0.66,0.96,1.25,1.53,1.81,2.07,2.34,2.60,2.86,3.11,3.37,3.62,3.87,4.11,4.36,4.60,4.85,5.09,
20,0.00,0.28,0.48,0.68,0.88,1.08,1.28,1.48,1.68,1.88,2.08,2.28,2.48,2.68,2.88,3.08,3.28,3.48,3.68,3.88
