i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.59,,,,,,,,,,,,,,,,,,,
2,6.23,6.69,,,,,,,,,,,,,,,,,,
3,5.88,6.34,6.68,,,,,,,,,,,,,,,,,
4,5.53,5.99,6.32,6.65,,,,,,,,,,,,,,,,
5,5.18,5.64,5.97,6.29,6.60,,,,,,,,,,,,,,,
6,4.83,5.28,5.62,5.94,6.25,6.55,,,,,,,,,,,,,,
7,4.48,4.93,5.27,5.59,5.90,6.20,6.49,,,,,,,,,,,,,
8,4.13,4.58,4.92,5.24,5.55,5.85,6.14,6.42,,,,,,,,,,,,
9,3.77,4.23,4.57,4.89,5.20,5.50,5.79,6.07,6.35,,,,,,,,,,,
10,3.42,3.88,4.21,4.54,4.85,5.14,5.43,5.72,6.00,6.27,,,,,,,,,,
11,3.07,3.53,3.86,4.19,4.49,4.79,5.08,5.37,5.65,5.92,6.19,,,,,,,,,
12,2.72,3.18,3.51,3.83,4.14,4.44,4.73,5.02,5.29,5.57,5.84,6.11,,,,,,,,
13,2.37,2.82,3.16,3.48,3.79,4.09,4.38,4.66,4.94,5.22,5.49,5.75,6.02,,,,,,,
14,2.02,2.47,2.81,3.13,3.44,3.74,4.03,4.31,4.59,4.86,5.13,5.40,5.67,5.93,,,,,,
15,1.66,2.12,2.46,2.78,3.09,3.39,3.68,3.96,4.24,4.51,4.78,5.05,5.31,5.57,5.83,,,,,
16,1.31,1.77,2.10,2.43,2.73,3.03,3.32,3.61,3.88,4.16,4.43,4.69,4.96,5.22,5.48,5.74,,,,
17,0.96,1.42,1.75,2.07,2.38,2.67,2.96,3.24,3.52,3.79,4.06,4.33,4.59,4.85,5.11,5.37,5.62,,,
18,0.61,1.06,1.38,1.69,2.00,2.29,2.57,2.85,3.12,3.39,3.66,3.92,4.18,4.44,4.70,4.95,5.21,5.46,,
19,0.27,0.68,0.98,1.27,1.55,1.82,2.09,2.35,2.61,2.87,3.12,3.37,3.62,3.87,4.12,4.36,4.60,4.85,5.09,
20,0.00,0.29,0.49,0.69,0.89,1.09,1.29,1.49,1.69,1.89,2.09,2.29,2.49,2.69,2.89,3.09,3.29,3.49,3.69,3.89
