i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.45,,,,,,,,,,,,,,,,,,
2,0.45,1.12,,,,,,,,,,,,,,,,,
3,0.45,1.12,1.90,,,,,,,,,,,,,,,,
4,0.45,1.12,1.90,2.66,,,,,,,,,,,,,,,
5,0.45,1.12,1.90,2.66,3.46,,,,,,,,,,,,,,
6,0.45,1.12,1.90,2.66,3.46,4.28,,,,,,,,,,,,,
7,0.45,1.12,1.90,2.66,3.46,4.28,5.11,,,,,,,,,,,,
8,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.96,,,,,,,,,,,
9,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.96,6.81,,,,,,,,,,
10,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.96,6.81,7.67,,,,,,,,,
11,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.96,6.81,7.67,8.54,,,,,,,,
12,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.96,6.81,7.67,8.54,9.41,,,,,,,
13,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.96,6.81,7.67,8.54,9.41,10.29,,,,,,
14,0.45,1.12,1.90,2.66,3.46,4.28,5.11,5.95,6.81,7.67,8.54,9.41,10.29,11.17,,,,,
15,0.46,1.12,1.90,2.65,3.46,4.28,5.11,5.95,6.80,7.67,8.53,9.41,10.28,11.17,12.05,,,,
16,0.45,1.11,1.89,2.64,3.45,4.26,5.10,5.94,6.79,7.65,8.52,9.39,10.27,11.15,12.04,12.93,,,
17,0.43,1.09,1.86,2.61,3.41,4.22,5.05,5.89,6.74,7.60,8.47,9.34,10.21,11.09,11.98,12.87,13.76,,
18,0.35,1.01,1.76,2.49,3.27,4.08,4.89,5.72,6.57,7.42,8.27,9.14,10.01,10.88,11.76,12.64,13.53,14.42,
19,0.22,0.76,1.40,2.10,2.83,3.58,4.36,5.15,5.95,6.77,7.59,8.43,9.27,10.11,10.97,11.82,12.69,13.55,14.42
