i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.28,,,,,,,,,,,,,,,,,,,
2,3.10,3.37,,,,,,,,,,,,,,,,,,
3,2.93,3.20,3.46,,,,,,,,,,,,,,,,,
4,2.75,3.02,3.28,3.53,,,,,,,,,,,,,,,,
5,2.58,2.85,3.11,3.36,3.60,,,,,,,,,,,,,,,
6,2.40,2.67,2.93,3.18,3.43,3.67,,,,,,,,,,,,,,
7,2.22,2.50,2.76,3.01,3.25,3.49,3.73,,,,,,,,,,,,,
8,2.05,2.32,2.58,2.83,3.08,3.31,3.55,3.78,,,,,,,,,,,,
9,1.87,2.15,2.41,2.66,2.90,3.14,3.38,3.61,3.84,,,,,,,,,,,
10,1.70,1.97,2.23,2.48,2.72,2.96,3.20,3.43,3.66,3.89,,,,,,,,,,
11,1.52,1.80,2.06,2.31,2.55,2.79,3.02,3.26,3.49,3.72,3.95,,,,,,,,,
12,1.35,1.62,1.88,2.13,2.37,2.61,2.85,3.08,3.31,3.54,3.77,4.00,,,,,,,,
13,1.17,1.44,1.70,1.95,2.20,2.44,2.67,2.91,3.14,3.37,3.60,3.82,4.05,,,,,,,
14,1.00,1.27,1.53,1.78,2.02,2.26,2.50,2.73,2.96,3.19,3.42,3.65,3.87,4.10,,,,,,
15,0.82,1.09,1.35,1.60,1.85,2.09,2.32,2.56,2.79,3.02,3.24,3.47,3.70,3.92,4.14,,,,,
16,0.64,0.92,1.18,1.43,1.67,1.91,2.15,2.38,2.61,2.84,3.07,3.30,3.52,3.75,3.97,4.19,,,,
17,0.47,0.74,1.00,1.25,1.50,1.73,1.97,2.20,2.43,2.66,2.89,3.12,3.34,3.57,3.79,4.02,4.30,,,
18,0.30,0.57,0.82,1.07,1.32,1.55,1.79,2.02,2.25,2.48,2.71,2.94,3.16,3.38,3.61,3.83,4.11,4.29,,
19,0.13,0.39,0.64,0.88,1.12,1.35,1.58,1.81,2.04,2.26,2.49,2.71,2.93,3.15,3.37,3.59,3.85,4.10,2.59,
20,0.00,0.19,0.39,0.59,0.79,0.99,1.19,1.39,1.59,1.79,1.99,2.19,2.39,2.59,2.79,2.99,3.19,3.39,3.59,3.79
