i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.82,,,,,,,,,,,,,,,,,,,
2,6.45,6.90,,,,,,,,,,,,,,,,,,
3,6.08,6.53,6.89,,,,,,,,,,,,,,,,,
4,5.71,6.16,6.52,6.85,,,,,,,,,,,,,,,,
5,5.34,5.79,6.15,6.48,6.81,,,,,,,,,,,,,,,
6,4.98,5.42,5.78,6.12,6.44,6.75,,,,,,,,,,,,,,
7,4.61,5.05,5.41,5.75,6.07,6.38,6.68,,,,,,,,,,,,,
8,4.24,4.68,5.05,5.38,5.70,6.01,6.31,6.60,,,,,,,,,,,,
9,3.87,4.32,4.68,5.01,5.33,5.64,5.94,6.23,6.52,,,,,,,,,,,
10,3.50,3.95,4.31,4.64,4.96,5.27,5.57,5.87,6.15,6.44,,,,,,,,,,
11,3.13,3.58,3.94,4.27,4.59,4.90,5.20,5.50,5.79,6.07,6.35,,,,,,,,,
12,2.76,3.21,3.57,3.90,4.22,4.53,4.83,5.13,5.42,5.70,5.98,6.25,,,,,,,,
13,2.39,2.84,3.20,3.53,3.86,4.16,4.47,4.76,5.05,5.33,5.61,5.88,6.16,,,,,,,
14,2.03,2.47,2.83,3.17,3.49,3.80,4.10,4.39,4.68,4.96,5.24,5.52,5.79,6.06,,,,,,
15,1.66,2.10,2.46,2.80,3.12,3.43,3.73,4.02,4.31,4.59,4.87,5.15,5.42,5.69,5.95,,,,,
16,1.29,1.73,2.09,2.43,2.75,3.05,3.36,3.65,3.94,4.22,4.50,4.77,5.04,5.31,5.58,5.84,,,,
17,0.92,1.36,1.72,2.05,2.37,2.68,2.97,3.27,3.55,3.84,4.11,4.39,4.66,4.92,5.19,5.45,5.71,,,
18,0.56,0.99,1.34,1.66,1.97,2.27,2.56,2.85,3.13,3.41,3.69,3.96,4.22,4.49,4.75,5.01,5.27,5.52,,
19,0.23,0.61,0.92,1.21,1.50,1.78,2.05,2.32,2.59,2.85,3.11,3.37,3.62,3.87,4.12,4.37,4.62,4.87,5.11,
20,0.00,0.25,0.45,0.65,0.85,1.05,1.25,1.45,1.65,1.85,2.05,2.25,2.45,2.65,2.85,3.05,3.25,3.45,3.65,3.85
