i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.41,,,,,,,,,,,,,,,,,,
2,0.41,1.20,,,,,,,,,,,,,,,,,
3,0.41,1.20,2.04,,,,,,,,,,,,,,,,
4,0.41,1.20,2.04,2.90,,,,,,,,,,,,,,,
5,0.41,1.20,2.04,2.90,3.79,,,,,,,,,,,,,,
6,0.41,1.20,2.04,2.90,3.79,4.67,,,,,,,,,,,,,
7,0.41,1.20,2.04,2.90,3.79,4.67,5.58,,,,,,,,,,,,
8,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,,,,,,,,,,,
9,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,,,,,,,,,,
10,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,,,,,,,,,
11,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,9.23,,,,,,,,
12,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,9.23,10.15,,,,,,,
13,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,9.23,10.15,11.09,,,,,,
14,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,9.23,10.15,11.09,12.01,,,,,
15,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,9.23,10.15,11.09,12.01,12.95,,,,
16,0.41,1.20,2.04,2.90,3.79,4.67,5.58,6.49,7.39,8.31,9.23,10.15,11.08,12.01,12.94,13.88,,,
17,0.41,1.20,2.04,2.90,3.77,4.67,5.57,6.47,7.38,8.30,9.21,10.14,11.06,11.99,12.93,13.86,14.79,,
18,0.39,1.17,2.00,2.85,3.73,4.62,5.51,6.42,7.33,8.24,9.15,10.07,11.01,11.93,12.86,13.79,14.72,15.65,
19,0.29,1.01,1.81,2.65,3.50,4.37,5.24,6.12,7.02,7.92,8.82,9.73,10.64,11.56,12.48,13.40,14.32,15.26,16.18
