i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.82,,,,,,,,,,,,,,,,,,,
2,6.44,6.88,,,,,,,,,,,,,,,,,,
3,6.07,6.51,6.88,,,,,,,,,,,,,,,,,
4,5.70,6.13,6.51,6.85,,,,,,,,,,,,,,,,
5,5.32,5.76,6.13,6.48,6.81,,,,,,,,,,,,,,,
6,4.95,5.39,5.76,6.11,6.43,6.75,,,,,,,,,,,,,,
7,4.58,5.01,5.39,5.73,6.06,6.37,6.68,,,,,,,,,,,,,
8,4.20,4.64,5.01,5.36,5.69,6.00,6.30,6.60,,,,,,,,,,,,
9,3.83,4.27,4.64,4.99,5.31,5.63,5.93,6.23,6.52,,,,,,,,,,,
10,3.46,3.89,4.27,4.61,4.94,5.25,5.56,5.86,6.15,6.43,,,,,,,,,,
11,3.08,3.52,3.89,4.24,4.57,4.88,5.18,5.48,5.77,6.06,6.34,,,,,,,,,
12,2.71,3.15,3.52,3.87,4.19,4.51,4.81,5.11,5.40,5.69,5.97,6.25,,,,,,,,
13,2.34,2.77,3.15,3.49,3.82,4.13,4.44,4.74,5.03,5.31,5.60,5.87,6.15,,,,,,,
14,1.96,2.40,2.77,3.12,3.45,3.76,4.06,4.36,4.65,4.94,5.22,5.50,5.78,6.05,,,,,,
15,1.59,2.03,2.40,2.75,3.07,3.39,3.69,3.99,4.28,4.57,4.85,5.13,5.40,5.67,5.94,,,,,
16,1.22,1.65,2.03,2.37,2.70,3.01,3.31,3.61,3.90,4.19,4.47,4.75,5.02,5.29,5.56,5.83,,,,
17,0.85,1.28,1.65,1.99,2.31,2.63,2.93,3.22,3.51,3.80,4.08,4.36,4.63,4.90,5.17,5.43,5.70,,,
18,0.50,0.91,1.26,1.60,1.91,2.22,2.51,2.80,3.09,3.37,3.65,3.92,4.19,4.46,4.72,4.98,5.24,5.50,,
19,0.19,0.54,0.85,1.15,1.44,1.72,2.00,2.27,2.54,2.80,3.07,3.33,3.58,3.84,4.09,4.34,4.59,4.84,5.08,
20,0.00,0.21,0.41,0.61,0.81,1.01,1.21,1.41,1.61,1.81,2.01,2.21,2.41,2.61,2.81,3.01,3.21,3.41,3.61,3.81
