i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.39,,,,,,,,,,,,,,,,,,
2,0.39,1.05,,,,,,,,,,,,,,,,,
3,0.39,1.05,1.78,,,,,,,,,,,,,,,,
4,0.39,1.05,1.78,2.55,,,,,,,,,,,,,,,
5,0.39,1.05,1.78,2.55,3.33,,,,,,,,,,,,,,
6,0.39,1.05,1.78,2.55,3.33,4.12,,,,,,,,,,,,,
7,0.39,1.05,1.78,2.55,3.33,4.12,4.94,,,,,,,,,,,,
8,0.39,1.05,1.78,2.55,3.33,4.12,4.94,5.76,,,,,,,,,,,
9,0.39,1.05,1.78,2.55,3.33,4.12,4.94,5.76,6.60,,,,,,,,,,
10,0.39,1.05,1.78,2.55,3.33,4.12,4.94,5.76,6.60,7.44,,,,,,,,,
11,0.39,1.05,1.78,2.55,3.33,4.12,4.93,5.76,6.60,7.44,8.29,,,,,,,,
12,0.39,1.05,1.78,2.55,3.33,4.12,4.93,5.76,6.60,7.44,8.29,9.15,,,,,,,
13,0.39,1.05,1.78,2.55,3.32,4.12,4.93,5.76,6.60,7.44,8.29,9.15,10.02,,,,,,
14,0.39,1.05,1.78,2.55,3.32,4.12,4.93,5.76,6.59,7.44,8.29,9.15,10.02,10.89,,,,,
15,0.39,1.05,1.77,2.54,3.32,4.12,4.93,5.75,6.59,7.43,8.29,9.15,10.01,10.88,11.76,,,,
16,0.39,1.05,1.76,2.53,3.31,4.10,4.92,5.74,6.57,7.42,8.27,9.13,9.99,10.86,11.74,12.62,,,
17,0.37,1.02,1.73,2.49,3.26,4.05,4.86,5.68,6.52,7.36,8.21,9.06,9.93,10.79,11.67,12.54,13.43,,
18,0.31,0.93,1.61,2.36,3.11,3.89,4.68,5.49,6.31,7.14,7.98,8.83,9.69,10.55,11.41,12.28,13.16,14.04,
19,0.19,0.70,1.30,1.95,2.65,3.37,4.12,4.88,5.66,6.46,7.26,8.07,8.89,9.72,10.56,11.40,12.24,13.10,13.95
