i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.35,,,,,,,,,,,,,,,,,,
2,0.35,1.33,,,,,,,,,,,,,,,,,
3,0.35,1.33,2.30,,,,,,,,,,,,,,,,
4,0.35,1.33,2.30,3.27,,,,,,,,,,,,,,,
5,0.35,1.33,2.30,3.27,4.25,,,,,,,,,,,,,,
6,0.35,1.33,2.30,3.27,4.25,5.24,,,,,,,,,,,,,
7,0.35,1.33,2.30,3.27,4.25,5.24,6.21,,,,,,,,,,,,
8,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,,,,,,,,,,,
9,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,,,,,,,,,,
10,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,,,,,,,,,
11,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.15,,,,,,,,
12,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.15,11.13,,,,,,,
13,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.15,11.13,12.12,,,,,,
14,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.15,11.13,12.12,13.11,,,,,
15,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.15,11.13,12.12,13.11,14.09,,,,
16,0.35,1.33,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.15,11.13,12.12,13.11,14.09,15.07,,,
17,0.35,1.32,2.30,3.27,4.25,5.24,6.21,7.20,8.18,9.16,10.14,11.13,12.12,13.10,14.09,15.07,16.07,,
18,0.34,1.31,2.29,3.26,4.24,5.21,6.20,7.17,8.15,9.13,10.12,11.11,12.09,13.07,14.06,15.04,16.03,17.05,
19,0.28,1.20,2.14,3.10,4.05,5.01,5.99,6.96,7.92,8.89,9.87,10.85,11.82,12.80,13.78,14.76,15.73,16.72,17.82
