i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.04,,,,,,,,,,,,,,,,,,,
2,3.82,4.23,,,,,,,,,,,,,,,,,,
3,3.61,4.02,4.48,,,,,,,,,,,,,,,,,
4,3.39,3.80,4.27,4.73,,,,,,,,,,,,,,,,
5,3.18,3.59,4.05,4.51,4.96,,,,,,,,,,,,,,,
6,2.96,3.37,3.84,4.30,4.75,5.19,,,,,,,,,,,,,,
7,2.75,3.16,3.63,4.08,4.53,4.98,5.42,,,,,,,,,,,,,
8,2.53,2.94,3.41,3.87,4.32,4.76,5.20,5.64,,,,,,,,,,,,
9,2.32,2.73,3.20,3.65,4.10,4.55,4.99,5.43,5.86,,,,,,,,,,,
10,2.10,2.51,2.98,3.44,3.89,4.33,4.78,5.21,5.65,6.08,,,,,,,,,,
11,1.89,2.30,2.77,3.22,3.67,4.12,4.56,5.00,5.44,5.87,6.30,,,,,,,,,
12,1.68,2.08,2.55,3.01,3.46,3.90,4.35,4.78,5.22,5.65,6.09,6.52,,,,,,,,
13,1.46,1.87,2.34,2.79,3.24,3.69,4.13,4.57,5.01,5.44,5.87,6.30,6.73,,,,,,,
14,1.25,1.65,2.12,2.58,3.03,3.47,3.92,4.35,4.79,5.22,5.66,6.09,6.52,6.95,,,,,,
15,1.03,1.44,1.91,2.36,2.81,3.26,3.70,4.14,4.58,5.01,5.44,5.87,6.30,6.73,7.16,,,,,
16,0.82,1.22,1.69,2.15,2.60,3.05,3.49,3.93,4.36,4.80,5.23,5.66,6.09,6.52,6.94,7.37,,,,
17,0.60,1.01,1.48,1.94,2.39,2.83,3.27,3.71,4.15,4.58,5.01,5.44,5.87,6.30,6.73,7.16,7.58,,,
18,0.39,0.79,1.26,1.72,2.17,2.61,3.06,3.49,3.93,4.36,4.80,5.23,5.66,6.08,6.51,6.94,7.36,7.79,,
19,0.18,0.58,1.04,1.49,1.94,2.38,2.82,3.25,3.68,4.12,4.55,4.98,5.40,5.83,6.25,6.68,7.10,7.53,7.95,
20,0.00,0.32,0.72,1.12,1.52,1.92,2.32,2.72,3.12,3.52,3.92,4.32,4.72,5.12,5.52,5.92,6.32,6.72,7.12,7.52
