i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.04,,,,,,,,,,,,,,,,,,,
2,8.56,9.28,,,,,,,,,,,,,,,,,,
3,8.08,8.80,9.38,,,,,,,,,,,,,,,,,
4,7.60,8.32,8.90,9.44,,,,,,,,,,,,,,,,
5,7.12,7.84,8.42,8.96,9.50,,,,,,,,,,,,,,,
6,6.64,7.37,7.94,8.49,9.02,9.53,,,,,,,,,,,,,,
7,6.16,6.89,7.46,8.01,8.54,9.05,9.56,,,,,,,,,,,,,
8,5.69,6.41,6.98,7.53,8.06,8.58,9.08,9.58,,,,,,,,,,,,
9,5.21,5.93,6.50,7.05,7.58,8.10,8.60,9.10,9.60,,,,,,,,,,,
10,4.73,5.45,6.02,6.57,7.10,7.62,8.13,8.63,9.12,9.61,,,,,,,,,,
11,4.25,4.97,5.54,6.09,6.62,7.14,7.65,8.15,8.64,9.13,9.61,,,,,,,,,
12,3.77,4.49,5.06,5.61,6.14,6.66,7.17,7.67,8.16,8.65,9.13,9.61,,,,,,,,
13,3.29,4.01,4.58,5.13,5.66,6.18,6.69,7.19,7.68,8.17,8.65,9.13,9.61,,,,,,,
14,2.81,3.53,4.10,4.65,5.18,5.70,6.21,6.71,7.20,7.69,8.17,8.65,9.13,9.60,,,,,,
15,2.33,3.05,3.62,4.17,4.70,5.22,5.73,6.23,6.72,7.21,7.70,8.18,8.65,9.13,9.60,,,,,
16,1.85,2.57,3.15,3.69,4.22,4.74,5.25,5.75,6.24,6.73,7.22,7.70,8.17,8.65,9.12,9.58,,,,
17,1.37,2.09,2.67,3.21,3.74,4.26,4.77,5.27,5.76,6.25,6.73,7.21,7.69,8.16,8.63,9.10,9.57,,,
18,0.90,1.61,2.18,2.72,3.25,3.77,4.27,4.77,5.26,5.75,6.23,6.71,7.18,7.66,8.13,8.59,9.06,9.52,,
19,0.41,1.10,1.65,2.17,2.68,3.18,3.67,4.16,4.64,5.12,5.59,6.06,6.53,6.99,7.45,7.91,8.37,8.83,9.28,
20,0.00,0.51,0.91,1.31,1.71,2.11,2.51,2.91,3.31,3.71,4.11,4.51,4.91,5.31,5.71,6.11,6.51,6.91,7.31,7.71
