i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.57,,,,,,,,,,,,,,,,,,,
2,9.07,9.90,,,,,,,,,,,,,,,,,,
3,8.57,9.40,9.98,,,,,,,,,,,,,,,,,
4,8.07,8.90,9.48,10.03,,,,,,,,,,,,,,,,
5,7.56,8.40,8.97,9.53,10.06,,,,,,,,,,,,,,,
6,7.06,7.89,8.47,9.03,9.56,10.08,,,,,,,,,,,,,,
7,6.56,7.39,7.97,8.52,9.06,9.58,10.10,,,,,,,,,,,,,
8,6.06,6.89,7.47,8.02,8.56,9.08,9.59,10.10,,,,,,,,,,,,
9,5.55,6.39,6.96,7.52,8.05,8.58,9.09,9.60,10.09,,,,,,,,,,,
10,5.05,5.88,6.46,7.02,7.55,8.07,8.59,9.09,9.59,10.09,,,,,,,,,,
11,4.55,5.38,5.96,6.51,7.05,7.57,8.09,8.59,9.09,9.58,10.07,,,,,,,,,
12,4.05,4.88,5.46,6.01,6.55,7.07,7.58,8.09,8.59,9.08,9.57,10.06,,,,,,,,
13,3.54,4.38,4.95,5.51,6.04,6.57,7.08,7.59,8.08,8.58,9.07,9.55,10.03,,,,,,,
14,3.04,3.87,4.45,5.01,5.54,6.06,6.58,7.08,7.58,8.08,8.57,9.05,9.53,10.01,,,,,,
15,2.54,3.37,3.95,4.50,5.04,5.56,6.08,6.58,7.08,7.57,8.06,8.55,9.03,9.51,9.98,,,,,
16,2.04,2.87,3.45,4.00,4.54,5.06,5.57,6.08,6.58,7.07,7.56,8.04,8.53,9.00,9.48,9.95,,,,
17,1.53,2.36,2.94,3.50,4.03,4.55,5.07,5.57,6.07,6.56,7.05,7.54,8.02,8.50,8.97,9.44,9.91,,,
18,1.04,1.86,2.43,2.98,3.51,4.03,4.54,5.05,5.54,6.03,6.52,7.01,7.49,7.96,8.44,8.91,9.38,9.84,,
19,0.51,1.32,1.86,2.39,2.90,3.41,3.90,4.39,4.88,5.36,5.83,6.31,6.78,7.24,7.71,8.17,8.63,9.09,9.55,
20,0.00,0.63,1.03,1.43,1.83,2.23,2.63,3.03,3.43,3.83,4.23,4.63,5.03,5.43,5.83,6.23,6.63,7.03,7.43,7.83
