i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.63,,,,,,,,,,,,,,,,,,,
2,9.11,9.80,,,,,,,,,,,,,,,,,,
3,8.59,9.28,9.90,,,,,,,,,,,,,,,,,
4,8.07,8.76,9.38,9.95,,,,,,,,,,,,,,,,
5,7.55,8.24,8.86,9.43,9.99,,,,,,,,,,,,,,,
6,7.03,7.72,8.34,8.91,9.47,10.01,,,,,,,,,,,,,,
7,6.51,7.20,7.82,8.39,8.95,9.49,10.02,,,,,,,,,,,,,
8,5.99,6.68,7.30,7.87,8.43,8.97,9.50,10.02,,,,,,,,,,,,
9,5.47,6.16,6.78,7.35,7.91,8.45,8.98,9.50,10.01,,,,,,,,,,,
10,4.95,5.64,6.26,6.83,7.39,7.93,8.46,8.98,9.49,10.00,,,,,,,,,,
11,4.43,5.12,5.74,6.31,6.87,7.41,7.94,8.46,8.97,9.48,9.98,,,,,,,,,
12,3.91,4.60,5.22,5.79,6.35,6.89,7.42,7.94,8.45,8.96,9.46,9.95,,,,,,,,
13,3.39,4.08,4.70,5.28,5.83,6.37,6.90,7.42,7.93,8.44,8.94,9.43,9.92,,,,,,,
14,2.87,3.56,4.18,4.76,5.31,5.85,6.38,6.90,7.41,7.92,8.42,8.91,9.40,9.89,,,,,,
15,2.35,3.04,3.66,4.24,4.79,5.33,5.86,6.38,6.89,7.40,7.90,8.39,8.88,9.37,9.85,,,,,
16,1.83,2.52,3.14,3.72,4.27,4.81,5.34,5.86,6.37,6.88,7.38,7.87,8.36,8.85,9.33,9.81,,,,
17,1.31,2.00,2.62,3.19,3.75,4.29,4.82,5.34,5.85,6.35,6.85,7.35,7.84,8.32,8.81,9.29,9.76,,,
18,0.80,1.48,2.09,2.66,3.21,3.75,4.28,4.79,5.30,5.81,6.30,6.80,7.29,7.77,8.25,8.73,9.21,9.68,,
19,0.33,0.94,1.51,2.06,2.59,3.11,3.62,4.12,4.62,5.11,5.59,6.07,6.55,7.03,7.50,7.97,8.43,8.90,9.36,
20,0.00,0.40,0.80,1.20,1.60,2.00,2.40,2.80,3.20,3.60,4.00,4.40,4.80,5.20,5.60,6.00,6.40,6.80,7.20,7.60
