i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.82,,,,,,,,,,,,,,,,,,,
2,3.62,3.89,,,,,,,,,,,,,,,,,,
3,3.41,3.69,4.16,,,,,,,,,,,,,,,,,
4,3.20,3.48,3.95,4.41,,,,,,,,,,,,,,,,
5,3.00,3.27,3.75,4.21,4.66,,,,,,,,,,,,,,,
6,2.79,3.07,3.54,4.00,4.45,4.89,,,,,,,,,,,,,,
7,2.59,2.86,3.33,3.79,4.24,4.69,5.13,,,,,,,,,,,,,
8,2.38,2.66,3.13,3.59,4.04,4.48,4.92,5.36,,,,,,,,,,,,
9,2.17,2.45,2.92,3.38,3.83,4.28,4.72,5.15,5.59,,,,,,,,,,,
10,1.97,2.24,2.72,3.17,3.62,4.07,4.51,4.95,5.38,5.82,,,,,,,,,,
11,1.76,2.04,2.51,2.97,3.42,3.86,4.30,4.74,5.18,5.61,6.04,,,,,,,,,
12,1.55,1.83,2.30,2.76,3.21,3.66,4.10,4.54,4.97,5.40,5.84,6.32,,,,,,,,
13,1.35,1.62,2.10,2.55,3.01,3.45,3.89,4.33,4.76,5.20,5.63,6.11,6.48,,,,,,,
14,1.14,1.42,1.89,2.35,2.80,3.24,3.68,4.12,4.56,4.99,5.42,5.91,6.27,5.61,,,,,,
15,0.94,1.21,1.68,2.14,2.59,3.04,3.48,3.92,4.35,4.79,5.22,5.67,6.07,5.60,4.86,,,,,
16,0.73,1.00,1.48,1.94,2.39,2.83,3.27,3.71,4.15,4.58,5.01,5.45,5.86,5.59,5.09,-443.64,,,,
17,0.52,0.80,1.27,1.73,2.18,2.62,3.07,3.50,3.94,4.37,4.80,5.24,5.66,5.58,5.33,-320.04,-6843.02,,,
18,0.32,0.59,1.06,1.52,1.97,2.42,2.86,3.30,3.73,4.16,4.60,5.03,5.45,5.57,5.56,-196.11,-4229.59,-65698.45,,
19,0.12,0.38,0.85,1.30,1.75,2.19,2.63,3.07,3.50,3.93,4.36,4.79,5.21,5.54,5.81,-55.95,-1273.09,-18353.51,-779584.31,
20,0.00,0.16,0.56,0.96,1.36,1.76,2.16,2.56,2.96,3.36,3.76,4.16,4.56,4.96,5.36,5.76,6.16,6.56,6.96,7.36
