i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.51,,,,,,,,,,,,,,,,,,
2,0.51,1.48,,,,,,,,,,,,,,,,,
3,0.51,1.48,2.46,,,,,,,,,,,,,,,,
4,0.51,1.48,2.46,3.43,,,,,,,,,,,,,,,
5,0.51,1.48,2.46,3.43,4.41,,,,,,,,,,,,,,
6,0.51,1.48,2.46,3.43,4.41,5.39,,,,,,,,,,,,,
7,0.51,1.48,2.46,3.43,4.41,5.39,6.37,,,,,,,,,,,,
8,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,,,,,,,,,,,
9,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,,,,,,,,,,
10,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,,,,,,,,,
11,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,10.31,,,,,,,,
12,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,10.31,11.29,,,,,,,
13,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,10.31,11.29,12.28,,,,,,
14,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,10.31,11.29,12.28,13.26,,,,,
15,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,10.31,11.29,12.28,13.26,14.25,,,,
16,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.34,9.32,10.30,11.29,12.27,13.26,14.25,15.23,,,
17,0.51,1.48,2.46,3.43,4.41,5.39,6.37,7.35,8.33,9.32,10.30,11.29,12.27,13.26,14.24,15.23,16.21,,
18,0.50,1.47,2.44,3.41,4.39,5.37,6.35,7.33,8.31,9.29,10.27,11.26,12.24,13.23,14.21,15.20,16.19,17.17,
19,0.41,1.34,2.28,3.24,4.19,5.16,6.12,7.09,8.06,9.03,10.01,10.98,11.96,12.93,13.91,14.89,15.87,16.85,17.84
