i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.54,,,,,,,,,,,,,,,,,,,
2,9.03,9.72,,,,,,,,,,,,,,,,,,
3,8.51,9.21,9.82,,,,,,,,,,,,,,,,,
4,8.00,8.70,9.31,9.87,,,,,,,,,,,,,,,,
5,7.49,8.19,8.79,9.36,9.91,,,,,,,,,,,,,,,
6,6.98,7.68,8.28,8.85,9.40,9.94,,,,,,,,,,,,,,
7,6.46,7.16,7.77,8.34,8.89,9.42,9.95,,,,,,,,,,,,,
8,5.95,6.65,7.26,7.83,8.38,8.91,9.44,9.95,,,,,,,,,,,,
9,5.44,6.14,6.74,7.31,7.86,8.40,8.92,9.44,9.95,,,,,,,,,,,
10,4.93,5.63,6.23,6.80,7.35,7.89,8.41,8.93,9.44,9.94,,,,,,,,,,
11,4.41,5.11,5.72,6.29,6.84,7.38,7.90,8.42,8.92,9.43,9.92,,,,,,,,,
12,3.90,4.60,5.21,5.78,6.33,6.86,7.39,7.90,8.41,8.91,9.41,9.90,,,,,,,,
13,3.39,4.09,4.70,5.26,5.81,6.35,6.88,7.39,7.90,8.40,8.90,9.39,9.88,,,,,,,
14,2.88,3.58,4.18,4.75,5.30,5.84,6.36,6.88,7.39,7.89,8.39,8.88,9.36,9.85,,,,,,
15,2.37,3.07,3.67,4.24,4.79,5.33,5.85,6.37,6.88,7.38,7.87,8.36,8.85,9.34,9.82,,,,,
16,1.85,2.55,3.16,3.73,4.28,4.81,5.34,5.85,6.36,6.86,7.36,7.85,8.34,8.82,9.30,9.78,,,,
17,1.34,2.04,2.64,3.21,3.76,4.30,4.82,5.34,5.85,6.35,6.84,7.33,7.82,8.31,8.79,9.26,9.74,,,
18,0.83,1.53,2.13,2.69,3.24,3.77,4.29,4.80,5.31,5.81,6.30,6.79,7.28,7.76,8.24,8.71,9.19,9.66,,
19,0.35,0.99,1.55,2.10,2.62,3.14,3.64,4.14,4.63,5.12,5.60,6.08,6.56,7.03,7.50,7.97,8.43,8.89,9.36,
20,0.00,0.43,0.83,1.23,1.63,2.03,2.43,2.83,3.23,3.63,4.03,4.43,4.83,5.23,5.63,6.03,6.43,6.83,7.23,7.63
