i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.68,,,,,,,,,,,,,,,,,,
2,0.68,1.55,,,,,,,,,,,,,,,,,
3,0.68,1.55,2.51,,,,,,,,,,,,,,,,
4,0.68,1.55,2.51,3.43,,,,,,,,,,,,,,,
5,0.68,1.55,2.51,3.43,4.37,,,,,,,,,,,,,,
6,0.68,1.55,2.51,3.43,4.37,5.32,,,,,,,,,,,,,
7,0.68,1.55,2.51,3.43,4.37,5.32,6.28,,,,,,,,,,,,
8,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,,,,,,,,,,,
9,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,8.22,,,,,,,,,,
10,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,8.22,9.19,,,,,,,,,
11,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,8.22,9.19,10.17,,,,,,,,
12,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,8.22,9.19,10.17,11.14,,,,,,,
13,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,8.22,9.19,10.17,11.14,12.12,,,,,,
14,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.25,8.22,9.19,10.17,11.14,12.12,13.10,,,,,
15,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.24,8.22,9.19,10.17,11.14,12.12,13.10,14.08,,,,
16,0.68,1.55,2.51,3.43,4.37,5.32,6.28,7.24,8.21,9.19,10.16,11.14,12.12,13.10,14.08,15.06,,,
17,0.66,1.54,2.50,3.42,4.35,5.30,6.26,7.22,8.19,9.17,10.14,11.12,12.10,13.07,14.05,15.03,16.01,,
18,0.59,1.46,2.40,3.31,4.24,5.18,6.13,7.08,8.05,9.01,9.98,10.96,11.93,12.90,13.88,14.86,15.83,16.81,
19,0.42,1.15,1.96,2.80,3.68,4.57,5.47,6.39,7.31,8.24,9.18,10.12,11.06,12.01,12.96,13.91,14.86,15.82,16.77
