i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.39,,,,,,,,,,,,,,,,,,,
2,5.10,5.50,,,,,,,,,,,,,,,,,,
3,4.81,5.21,5.71,,,,,,,,,,,,,,,,,
4,4.52,4.92,5.42,5.91,,,,,,,,,,,,,,,,
5,4.23,4.63,5.13,5.62,6.09,,,,,,,,,,,,,,,
6,3.94,4.34,4.84,5.33,5.80,6.26,,,,,,,,,,,,,,
7,3.65,4.05,4.55,5.03,5.51,5.97,6.43,,,,,,,,,,,,,
8,3.36,3.76,4.26,4.74,5.22,5.68,6.14,6.60,,,,,,,,,,,,
9,3.07,3.47,3.97,4.45,4.93,5.39,5.85,6.31,6.76,,,,,,,,,,,
10,2.78,3.18,3.68,4.16,4.64,5.10,5.56,6.02,6.47,6.91,,,,,,,,,,
11,2.49,2.89,3.39,3.87,4.35,4.81,5.27,5.72,6.18,6.62,7.07,,,,,,,,,
12,2.20,2.60,3.10,3.58,4.06,4.52,4.98,5.43,5.89,6.33,6.78,7.22,,,,,,,,
13,1.91,2.31,2.81,3.29,3.77,4.23,4.69,5.14,5.60,6.04,6.49,6.93,7.37,,,,,,,
14,1.62,2.01,2.52,3.00,3.48,3.94,4.40,4.85,5.30,5.75,6.20,6.64,7.08,7.52,,,,,,
15,1.33,1.72,2.23,2.71,3.19,3.65,4.11,4.56,5.01,5.46,5.91,6.35,6.79,7.23,7.67,,,,,
16,1.04,1.43,1.94,2.42,2.89,3.36,3.82,4.27,4.72,5.17,5.62,6.06,6.50,6.94,7.38,7.82,,,,
17,0.75,1.14,1.65,2.13,2.60,3.07,3.53,3.98,4.43,4.88,5.33,5.77,6.21,6.65,7.09,7.53,7.96,,,
18,0.46,0.85,1.36,1.84,2.31,2.77,3.23,3.69,4.14,4.59,5.03,5.47,5.91,6.35,6.79,7.23,7.66,8.10,,
19,0.18,0.56,1.05,1.53,1.99,2.45,2.90,3.35,3.80,4.24,4.68,5.12,5.56,6.00,6.43,6.86,7.30,7.73,8.16,
20,0.00,0.24,0.64,1.04,1.44,1.84,2.24,2.64,3.04,3.44,3.84,4.24,4.64,5.04,5.44,5.84,6.24,6.64,7.04,7.44
