i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.22,,,,,,,,,,,,,,,,,,,
2,8.73,9.45,,,,,,,,,,,,,,,,,,
3,8.24,8.96,9.54,,,,,,,,,,,,,,,,,
4,7.75,8.47,9.05,9.60,,,,,,,,,,,,,,,,
5,7.26,7.98,8.55,9.11,9.65,,,,,,,,,,,,,,,
6,6.77,7.49,8.06,8.62,9.16,9.68,,,,,,,,,,,,,,
7,6.28,7.00,7.57,8.13,8.67,9.19,9.70,,,,,,,,,,,,,
8,5.79,6.51,7.08,7.64,8.18,8.70,9.21,9.72,,,,,,,,,,,,
9,5.30,6.02,6.59,7.15,7.69,8.21,8.72,9.23,9.72,,,,,,,,,,,
10,4.81,5.53,6.10,6.66,7.20,7.72,8.23,8.74,9.23,9.73,,,,,,,,,,
11,4.32,5.04,5.61,6.17,6.71,7.23,7.74,8.25,8.74,9.24,9.72,,,,,,,,,
12,3.83,4.55,5.12,5.68,6.22,6.74,7.25,7.76,8.25,8.75,9.23,9.72,,,,,,,,
13,3.34,4.06,4.63,5.19,5.73,6.25,6.76,7.27,7.76,8.26,8.74,9.23,9.71,,,,,,,
14,2.85,3.57,4.14,4.70,5.24,5.76,6.27,6.78,7.27,7.77,8.25,8.74,9.22,9.69,,,,,,
15,2.36,3.08,3.65,4.21,4.74,5.27,5.78,6.29,6.78,7.28,7.76,8.25,8.73,9.20,9.68,,,,,
16,1.86,2.59,3.16,3.72,4.25,4.78,5.29,5.80,6.29,6.79,7.27,7.76,8.24,8.71,9.19,9.66,,,,
17,1.38,2.10,2.67,3.23,3.76,4.28,4.80,5.30,5.80,6.29,6.78,7.26,7.74,8.22,8.69,9.16,9.63,,,
18,0.89,1.60,2.18,2.73,3.26,3.78,4.29,4.79,5.29,5.78,6.26,6.75,7.22,7.70,8.17,8.64,9.11,9.58,,
19,0.40,1.08,1.63,2.16,2.68,3.18,3.68,4.17,4.65,5.13,5.60,6.08,6.55,7.01,7.48,7.94,8.40,8.86,9.31,
20,0.00,0.49,0.89,1.29,1.69,2.09,2.49,2.89,3.29,3.69,4.09,4.49,4.89,5.29,5.69,6.09,6.49,6.89,7.29,7.69
