i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.77,,,,,,,,,,,,,,,,,,
2,0.77,1.69,,,,,,,,,,,,,,,,,
3,0.77,1.69,2.65,,,,,,,,,,,,,,,,
4,0.77,1.69,2.65,3.59,,,,,,,,,,,,,,,
5,0.77,1.69,2.65,3.59,4.55,,,,,,,,,,,,,,
6,0.77,1.69,2.65,3.59,4.55,5.51,,,,,,,,,,,,,
7,0.77,1.69,2.65,3.59,4.55,5.51,6.48,,,,,,,,,,,,
8,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,,,,,,,,,,,
9,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,,,,,,,,,,
10,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,9.41,,,,,,,,,
11,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,9.41,10.39,,,,,,,,
12,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,9.41,10.39,11.36,,,,,,,
13,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,9.41,10.39,11.36,12.34,,,,,,
14,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,9.41,10.39,11.36,12.34,13.32,,,,,
15,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.46,8.43,9.41,10.39,11.36,12.34,13.32,14.31,,,,
16,0.77,1.69,2.64,3.59,4.55,5.51,6.48,7.45,8.43,9.40,10.38,11.36,12.34,13.32,14.30,15.28,,,
17,0.77,1.68,2.64,3.58,4.54,5.50,6.47,7.44,8.41,9.39,10.37,11.34,12.32,13.30,14.28,15.26,16.25,,
18,0.70,1.60,2.55,3.49,4.44,5.39,6.36,7.32,8.29,9.26,10.24,11.21,12.19,13.16,14.14,15.12,16.10,17.08,
19,0.49,1.29,2.14,3.02,3.92,4.83,5.76,6.69,7.62,8.56,9.51,10.46,11.41,12.36,13.31,14.27,15.23,16.19,17.15
