i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.59,,,,,,,,,,,,,,,,,,,
2,9.08,9.83,,,,,,,,,,,,,,,,,,
3,8.57,9.33,9.91,,,,,,,,,,,,,,,,,
4,8.06,8.82,9.40,9.96,,,,,,,,,,,,,,,,
5,7.55,8.31,8.89,9.45,10.00,,,,,,,,,,,,,,,
6,7.04,7.80,8.38,8.95,9.49,10.02,,,,,,,,,,,,,,
7,6.54,7.29,7.88,8.44,8.98,9.51,10.03,,,,,,,,,,,,,
8,6.03,6.78,7.37,7.93,8.47,9.00,9.52,10.03,,,,,,,,,,,,
9,5.52,6.28,6.86,7.42,7.96,8.50,9.01,9.53,10.03,,,,,,,,,,,
10,5.01,5.77,6.35,6.91,7.46,7.99,8.51,9.02,9.52,10.02,,,,,,,,,,
11,4.50,5.26,5.84,6.40,6.95,7.48,8.00,8.51,9.01,9.51,10.00,,,,,,,,,
12,3.99,4.75,5.33,5.90,6.44,6.97,7.49,8.00,8.50,9.00,9.50,9.98,,,,,,,,
13,3.49,4.24,4.83,5.39,5.93,6.46,6.98,7.49,8.00,8.49,8.99,9.48,9.96,,,,,,,
14,2.98,3.73,4.32,4.88,5.42,5.95,6.47,6.98,7.49,7.99,8.48,8.97,9.45,9.93,,,,,,
15,2.47,3.22,3.81,4.37,4.91,5.44,5.96,6.48,6.98,7.48,7.97,8.46,8.94,9.42,9.90,,,,,
16,1.96,2.72,3.30,3.86,4.41,4.94,5.46,5.97,6.47,6.97,7.46,7.95,8.43,8.92,9.39,9.87,,,,
17,1.45,2.21,2.79,3.35,3.89,4.42,4.94,5.45,5.96,6.46,6.95,7.44,7.92,8.40,8.88,9.35,9.83,,,
18,0.95,1.70,2.27,2.83,3.37,3.90,4.41,4.92,5.42,5.92,6.41,6.90,7.38,7.86,8.34,8.81,9.28,9.75,,
19,0.43,1.15,1.70,2.24,2.76,3.27,3.77,4.26,4.75,5.23,5.71,6.19,6.66,7.13,7.60,8.07,8.53,8.99,9.45,
20,0.00,0.52,0.92,1.32,1.72,2.12,2.52,2.92,3.32,3.72,4.12,4.52,4.92,5.32,5.72,6.12,6.52,6.92,7.32,7.72
