i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.63,,,,,,,,,,,,,,,,,,,
2,9.11,9.80,,,,,,,,,,,,,,,,,,
3,8.59,9.28,9.90,,,,,,,,,,,,,,,,,
4,8.07,8.76,9.38,9.96,,,,,,,,,,,,,,,,
5,7.55,8.24,8.86,9.44,9.99,,,,,,,,,,,,,,,
6,7.03,7.72,8.34,8.92,9.47,10.01,,,,,,,,,,,,,,
7,6.52,7.20,7.82,8.40,8.95,9.49,10.02,,,,,,,,,,,,,
8,6.00,6.69,7.30,7.88,8.43,8.98,9.50,10.02,,,,,,,,,,,,
9,5.48,6.17,6.78,7.36,7.91,8.46,8.98,9.50,10.02,,,,,,,,,,,
10,4.96,5.65,6.26,6.84,7.39,7.94,8.46,8.98,9.50,10.00,,,,,,,,,,
11,4.44,5.13,5.74,6.32,6.87,7.42,7.95,8.47,8.98,9.48,9.98,,,,,,,,,
12,3.92,4.61,5.22,5.80,6.35,6.90,7.43,7.95,8.46,8.96,9.46,9.96,,,,,,,,
13,3.40,4.09,4.70,5.28,5.84,6.38,6.91,7.43,7.94,8.44,8.94,9.44,9.93,,,,,,,
14,2.88,3.57,4.19,4.76,5.32,5.86,6.39,6.91,7.42,7.92,8.42,8.92,9.41,9.89,,,,,,
15,2.36,3.05,3.67,4.24,4.80,5.34,5.87,6.39,6.90,7.40,7.90,8.40,8.89,9.37,9.86,,,,,
16,1.84,2.53,3.15,3.72,4.28,4.82,5.35,5.87,6.38,6.88,7.38,7.88,8.37,8.85,9.34,9.82,,,,
17,1.32,2.01,2.62,3.20,3.75,4.29,4.82,5.34,5.85,6.36,6.86,7.35,7.84,8.33,8.81,9.29,9.77,,,
18,0.80,1.49,2.10,2.67,3.22,3.76,4.28,4.80,5.31,5.81,6.31,6.80,7.29,7.77,8.25,8.73,9.21,9.68,,
19,0.33,0.95,1.52,2.07,2.60,3.12,3.62,4.13,4.62,5.11,5.60,6.08,6.55,7.03,7.50,7.97,8.44,8.90,9.36,
20,0.00,0.40,0.80,1.20,1.60,2.00,2.40,2.80,3.20,3.60,4.00,4.40,4.80,5.20,5.60,6.00,6.40,6.80,7.20,7.60
