i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.80,,,,,,,,,,,,,,,,,,,
2,1.71,1.83,,,,,,,,,,,,,,,,,,
3,1.61,1.73,1.86,,,,,,,,,,,,,,,,,
4,1.51,1.63,1.77,1.89,,,,,,,,,,,,,,,,
5,1.42,1.53,1.67,1.80,1.92,,,,,,,,,,,,,,,
6,1.32,1.44,1.57,1.70,1.82,1.95,,,,,,,,,,,,,,
7,1.22,1.34,1.47,1.60,1.73,1.85,1.97,,,,,,,,,,,,,
8,1.12,1.24,1.38,1.51,1.63,1.75,1.87,1.99,,,,,,,,,,,,
9,1.03,1.15,1.28,1.41,1.53,1.66,1.78,1.89,2.01,,,,,,,,,,,
10,0.93,1.05,1.18,1.31,1.44,1.56,1.68,1.80,1.91,2.03,,,,,,,,,,
11,0.83,0.95,1.09,1.21,1.34,1.46,1.58,1.70,1.82,1.93,2.05,,,,,,,,,
12,0.73,0.85,0.99,1.12,1.24,1.36,1.48,1.60,1.72,1.84,1.95,2.07,,,,,,,,
13,0.64,0.76,0.89,1.02,1.14,1.27,1.39,1.51,1.62,1.74,1.86,1.97,2.07,,,,,,,
14,0.54,0.66,0.79,0.92,1.05,1.17,1.29,1.41,1.53,1.64,1.76,1.87,1.97,2.14,,,,,,
15,0.44,0.56,0.70,0.83,0.95,1.07,1.19,1.31,1.43,1.55,1.66,1.78,1.88,2.06,1.53,,,,,
16,0.35,0.47,0.60,0.73,0.85,0.97,1.09,1.21,1.33,1.45,1.56,1.68,1.78,1.98,1.62,-15.27,,,,
17,0.25,0.37,0.50,0.63,0.75,0.88,1.00,1.12,1.23,1.35,1.47,1.58,1.69,1.89,1.70,-10.14,-109.88,,,
18,0.15,0.27,0.40,0.53,0.66,0.78,0.90,1.01,1.13,1.25,1.36,1.48,1.59,1.80,1.77,-5.11,-62.68,-3609.91,,
19,0.06,0.17,0.30,0.42,0.54,0.66,0.78,0.89,1.01,1.12,1.24,1.35,1.46,1.65,1.76,-0.34,-17.59,-896.02,-27241.45,
20,0.00,0.07,0.17,0.27,0.37,0.47,0.57,0.67,0.77,0.87,0.97,1.07,1.17,1.27,1.37,1.47,1.57,1.67,1.77,1.87
