i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.21,,,,,,,,,,,,,,,,,,
2,0.21,0.78,,,,,,,,,,,,,,,,,
3,0.21,0.78,1.46,,,,,,,,,,,,,,,,
4,0.21,0.78,1.46,2.19,,,,,,,,,,,,,,,
5,0.21,0.78,1.46,2.19,2.94,,,,,,,,,,,,,,
6,0.21,0.78,1.46,2.19,2.94,3.73,,,,,,,,,,,,,
7,0.21,0.78,1.46,2.19,2.94,3.73,4.53,,,,,,,,,,,,
8,0.21,0.78,1.46,2.19,2.94,3.73,4.53,5.33,,,,,,,,,,,
9,0.21,0.78,1.46,2.19,2.94,3.73,4.53,5.33,6.16,,,,,,,,,,
10,0.21,0.78,1.46,2.19,2.94,3.73,4.53,5.33,6.16,6.99,,,,,,,,,
11,0.21,0.78,1.46,2.19,2.94,3.73,4.53,5.33,6.16,6.99,7.83,,,,,,,,
12,0.21,0.78,1.46,2.19,2.94,3.73,4.53,5.33,6.16,6.99,7.83,8.67,,,,,,,
13,0.21,0.78,1.46,2.18,2.94,3.73,4.52,5.33,6.16,6.99,7.83,8.67,9.53,,,,,,
14,0.21,0.78,1.46,2.18,2.94,3.73,4.52,5.33,6.16,6.99,7.83,8.67,9.52,10.38,,,,,
15,0.21,0.78,1.46,2.18,2.94,3.72,4.52,5.33,6.15,6.99,7.82,8.66,9.52,10.38,11.23,,,,
16,0.20,0.77,1.45,2.17,2.93,3.71,4.51,5.32,6.14,6.97,7.81,8.65,9.51,10.36,11.22,12.09,,,
17,0.20,0.76,1.43,2.15,2.90,3.69,4.48,5.29,6.11,6.93,7.77,8.62,9.46,10.32,11.18,12.04,12.91,,
18,0.17,0.70,1.36,2.07,2.81,3.58,4.37,5.17,5.99,6.81,7.64,8.48,9.32,10.18,11.04,11.89,12.76,13.62,
19,0.11,0.55,1.15,1.80,2.52,3.25,4.01,4.79,5.58,6.38,7.19,8.01,8.84,9.67,10.51,11.36,12.21,13.06,13.93
