i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.12,,,,,,,,,,,,,,,,,,
2,0.12,0.72,,,,,,,,,,,,,,,,,
3,0.12,0.72,1.45,,,,,,,,,,,,,,,,
4,0.12,0.72,1.45,2.23,,,,,,,,,,,,,,,
5,0.12,0.72,1.45,2.23,3.02,,,,,,,,,,,,,,
6,0.12,0.72,1.45,2.23,3.02,3.84,,,,,,,,,,,,,
7,0.12,0.72,1.45,2.23,3.02,3.84,4.67,,,,,,,,,,,,
8,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,,,,,,,,,,,
9,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,,,,,,,,,,
10,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,7.24,,,,,,,,,
11,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,7.24,8.11,,,,,,,,
12,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,7.24,8.11,8.98,,,,,,,
13,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,7.24,8.11,8.98,9.86,,,,,,
14,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,7.24,8.11,8.98,9.86,10.74,,,,,
15,0.12,0.72,1.45,2.23,3.02,3.84,4.67,5.52,6.38,7.24,8.11,8.98,9.86,10.74,11.63,,,,
16,0.12,0.72,1.45,2.22,3.02,3.84,4.67,5.51,6.37,7.23,8.10,8.97,9.86,10.74,11.62,12.52,,,
17,0.12,0.71,1.44,2.21,3.00,3.82,4.66,5.50,6.35,7.21,8.08,8.96,9.84,10.71,11.61,12.49,13.39,,
18,0.11,0.69,1.40,2.16,2.95,3.77,4.59,5.43,6.28,7.14,8.01,8.88,9.75,10.63,11.52,12.40,13.30,14.19,
19,0.07,0.58,1.25,1.98,2.74,3.53,4.33,5.16,5.99,6.83,7.69,8.54,9.41,10.28,11.15,12.03,12.91,13.80,14.69
