i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.21,,,,,,,,,,,,,,,,,,
2,0.21,0.73,,,,,,,,,,,,,,,,,
3,0.21,0.73,1.36,,,,,,,,,,,,,,,,
4,0.21,0.73,1.36,2.04,,,,,,,,,,,,,,,
5,0.21,0.73,1.36,2.04,2.75,,,,,,,,,,,,,,
6,0.21,0.73,1.36,2.04,2.75,3.48,,,,,,,,,,,,,
7,0.21,0.73,1.36,2.04,2.75,3.48,4.24,,,,,,,,,,,,
8,0.21,0.73,1.36,2.04,2.75,3.48,4.24,5.00,,,,,,,,,,,
9,0.21,0.73,1.36,2.04,2.75,3.48,4.24,5.00,5.79,,,,,,,,,,
10,0.21,0.73,1.36,2.04,2.75,3.48,4.24,5.00,5.79,6.58,,,,,,,,,
11,0.21,0.73,1.36,2.04,2.75,3.48,4.24,5.00,5.79,6.58,7.38,,,,,,,,
12,0.21,0.73,1.36,2.04,2.75,3.48,4.24,5.00,5.79,6.58,7.38,8.20,,,,,,,
13,0.21,0.73,1.35,2.04,2.75,3.48,4.24,5.00,5.79,6.58,7.38,8.20,9.02,,,,,,
14,0.21,0.73,1.35,2.04,2.75,3.48,4.24,5.00,5.79,6.58,7.38,8.20,9.02,9.84,,,,,
15,0.21,0.73,1.35,2.03,2.75,3.48,4.23,5.00,5.79,6.58,7.38,8.19,9.01,9.82,10.65,,,,
16,0.20,0.72,1.34,2.02,2.73,3.46,4.21,4.99,5.76,6.55,7.36,8.16,8.98,9.80,10.63,11.47,,,
17,0.19,0.70,1.31,1.98,2.69,3.42,4.17,4.93,5.71,6.50,7.29,8.11,8.91,9.74,10.56,11.40,12.24,,
18,0.16,0.64,1.23,1.88,2.58,3.29,4.03,4.78,5.54,6.33,7.12,7.92,8.72,9.54,10.37,11.20,12.03,12.87,
19,0.10,0.48,1.00,1.59,2.23,2.90,3.60,4.33,5.07,5.82,6.58,7.36,8.14,8.94,9.73,10.54,11.36,12.18,12.99
