i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.20,,,,,,,,,,,,,,,,,,,
2,2.08,2.21,,,,,,,,,,,,,,,,,,
3,1.96,2.09,2.24,,,,,,,,,,,,,,,,,
4,1.84,1.97,2.12,2.26,,,,,,,,,,,,,,,,
5,1.72,1.85,2.00,2.14,2.27,,,,,,,,,,,,,,,
6,1.60,1.73,1.88,2.02,2.15,2.28,,,,,,,,,,,,,,
7,1.48,1.61,1.76,1.90,2.03,2.16,2.29,,,,,,,,,,,,,
8,1.36,1.49,1.64,1.78,1.91,2.04,2.17,2.29,,,,,,,,,,,,
9,1.24,1.37,1.52,1.66,1.79,1.92,2.05,2.17,2.30,,,,,,,,,,,
10,1.12,1.25,1.40,1.54,1.67,1.80,1.93,2.05,2.17,2.30,,,,,,,,,,
11,1.00,1.13,1.28,1.42,1.55,1.68,1.81,1.93,2.05,2.18,2.30,,,,,,,,,
12,0.88,1.01,1.16,1.30,1.43,1.56,1.69,1.81,1.93,2.05,2.18,2.29,,,,,,,,
13,0.76,0.89,1.04,1.17,1.31,1.44,1.56,1.69,1.81,1.93,2.05,2.17,2.29,,,,,,,
14,0.64,0.77,0.91,1.05,1.19,1.32,1.44,1.57,1.69,1.81,1.93,2.05,2.17,2.29,,,,,,
15,0.51,0.65,0.79,0.93,1.07,1.20,1.32,1.45,1.57,1.69,1.81,1.93,2.05,2.17,2.29,,,,,
16,0.39,0.52,0.67,0.81,0.95,1.07,1.20,1.33,1.45,1.57,1.69,1.81,1.93,2.05,2.16,2.28,,,,
17,0.27,0.40,0.55,0.69,0.82,0.95,1.08,1.20,1.33,1.45,1.57,1.69,1.81,1.92,2.04,2.16,2.27,,,
18,0.16,0.28,0.43,0.57,0.70,0.83,0.95,1.08,1.20,1.32,1.44,1.56,1.68,1.79,1.91,2.02,2.14,2.26,,
19,0.05,0.17,0.30,0.43,0.56,0.68,0.80,0.92,1.04,1.16,1.28,1.39,1.51,1.62,1.73,1.85,1.96,2.07,2.19,
20,0.00,0.06,0.16,0.26,0.36,0.46,0.56,0.66,0.76,0.86,0.96,1.06,1.16,1.26,1.36,1.46,1.56,1.66,1.76,1.86
