i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.13,,,,,,,,,,,,,,,,,,
2,0.13,0.72,,,,,,,,,,,,,,,,,
3,0.13,0.72,1.44,,,,,,,,,,,,,,,,
4,0.13,0.72,1.44,2.20,,,,,,,,,,,,,,,
5,0.13,0.72,1.44,2.20,2.99,,,,,,,,,,,,,,
6,0.13,0.72,1.44,2.20,2.99,3.81,,,,,,,,,,,,,
7,0.13,0.72,1.44,2.20,2.99,3.81,4.63,,,,,,,,,,,,
8,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,,,,,,,,,,,
9,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,6.32,,,,,,,,,,
10,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,6.32,7.18,,,,,,,,,
11,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,6.32,7.18,8.04,,,,,,,,
12,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,6.32,7.18,8.04,8.91,,,,,,,
13,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,6.32,7.18,8.04,8.91,9.79,,,,,,
14,0.13,0.72,1.44,2.20,2.99,3.81,4.63,5.47,6.32,7.18,8.04,8.91,9.78,10.66,,,,,
15,0.13,0.72,1.44,2.20,2.99,3.80,4.63,5.47,6.32,7.18,8.04,8.91,9.78,10.66,11.55,,,,
16,0.13,0.72,1.44,2.20,2.99,3.80,4.63,5.47,6.31,7.17,8.03,8.90,9.78,10.66,11.54,12.43,,,
17,0.13,0.71,1.42,2.18,2.97,3.78,4.61,5.45,6.29,7.15,8.01,8.88,9.75,10.63,11.51,12.40,13.29,,
18,0.11,0.68,1.38,2.13,2.91,3.72,4.54,5.37,6.21,7.07,7.93,8.79,9.66,10.54,11.42,12.30,13.19,14.08,
19,0.07,0.56,1.21,1.93,2.68,3.47,4.26,5.08,5.91,6.74,7.59,8.44,9.30,10.16,11.03,11.90,12.78,13.66,14.54
