i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.51,,,,,,,,,,,,,,,,,,,
2,2.37,2.52,,,,,,,,,,,,,,,,,,
3,2.23,2.38,2.54,,,,,,,,,,,,,,,,,
4,2.09,2.24,2.40,2.55,,,,,,,,,,,,,,,,
5,1.95,2.10,2.26,2.41,2.55,,,,,,,,,,,,,,,
6,1.82,1.96,2.12,2.27,2.41,2.55,,,,,,,,,,,,,,
7,1.68,1.83,1.98,2.13,2.27,2.41,2.54,,,,,,,,,,,,,
8,1.54,1.69,1.85,1.99,2.13,2.27,2.40,2.53,,,,,,,,,,,,
9,1.40,1.55,1.71,1.85,2.00,2.13,2.26,2.39,2.52,,,,,,,,,,,
10,1.26,1.41,1.57,1.72,1.86,1.99,2.12,2.25,2.38,2.51,,,,,,,,,,
11,1.12,1.27,1.43,1.58,1.72,1.85,1.99,2.12,2.24,2.37,2.49,,,,,,,,,
12,0.99,1.13,1.29,1.44,1.58,1.72,1.85,1.98,2.11,2.23,2.36,2.48,,,,,,,,
13,0.85,0.99,1.15,1.30,1.44,1.58,1.71,1.84,1.97,2.09,2.22,2.34,2.46,,,,,,,
14,0.71,0.86,1.02,1.16,1.30,1.44,1.57,1.70,1.83,1.95,2.08,2.20,2.32,2.45,,,,,,
15,0.57,0.72,0.88,1.02,1.16,1.30,1.43,1.56,1.69,1.82,1.94,2.06,2.19,2.31,2.43,,,,,
16,0.43,0.58,0.74,0.89,1.03,1.16,1.29,1.42,1.55,1.68,1.80,1.92,2.05,2.17,2.29,2.41,,,,
17,0.30,0.44,0.60,0.75,0.89,1.02,1.15,1.28,1.41,1.54,1.66,1.78,1.90,2.03,2.15,2.26,2.38,,,
18,0.16,0.30,0.46,0.60,0.74,0.88,1.01,1.13,1.26,1.38,1.51,1.63,1.75,1.87,1.99,2.11,2.23,2.35,,
19,0.05,0.17,0.31,0.45,0.58,0.71,0.83,0.96,1.08,1.20,1.32,1.43,1.55,1.67,1.79,1.90,2.02,2.13,2.25,
20,0.00,0.06,0.16,0.26,0.36,0.46,0.56,0.66,0.76,0.86,0.96,1.06,1.16,1.26,1.36,1.46,1.56,1.66,1.76,1.86
