i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.45,,,,,,,,,,,,,,,,,,,
2,2.32,2.47,,,,,,,,,,,,,,,,,,
3,2.18,2.33,2.49,,,,,,,,,,,,,,,,,
4,2.05,2.20,2.35,2.50,,,,,,,,,,,,,,,,
5,1.92,2.07,2.22,2.36,2.50,,,,,,,,,,,,,,,
6,1.78,1.93,2.09,2.23,2.37,2.50,,,,,,,,,,,,,,
7,1.65,1.80,1.95,2.10,2.23,2.37,2.50,,,,,,,,,,,,,
8,1.52,1.67,1.82,1.96,2.10,2.23,2.36,2.49,,,,,,,,,,,,
9,1.38,1.53,1.69,1.83,1.97,2.10,2.23,2.36,2.48,,,,,,,,,,,
10,1.25,1.40,1.55,1.70,1.83,1.97,2.10,2.22,2.35,2.47,,,,,,,,,,
11,1.12,1.27,1.42,1.56,1.70,1.83,1.96,2.09,2.22,2.34,2.46,,,,,,,,,
12,0.98,1.13,1.29,1.43,1.57,1.70,1.83,1.96,2.08,2.21,2.33,2.45,,,,,,,,
13,0.85,1.00,1.15,1.30,1.43,1.57,1.70,1.82,1.95,2.07,2.20,2.32,2.44,,,,,,,
14,0.72,0.87,1.02,1.16,1.30,1.43,1.56,1.69,1.82,1.94,2.06,2.18,2.31,2.43,,,,,,
15,0.58,0.73,0.89,1.03,1.17,1.30,1.43,1.56,1.68,1.81,1.93,2.05,2.17,2.29,2.41,,,,,
16,0.45,0.60,0.75,0.90,1.03,1.17,1.30,1.42,1.55,1.67,1.80,1.92,2.04,2.16,2.28,2.40,,,,
17,0.32,0.47,0.62,0.76,0.90,1.03,1.16,1.29,1.41,1.54,1.66,1.78,1.90,2.02,2.14,2.26,2.38,,,
18,0.19,0.34,0.48,0.62,0.76,0.89,1.02,1.14,1.27,1.39,1.51,1.63,1.75,1.87,1.99,2.11,2.23,2.34,,
19,0.07,0.20,0.34,0.47,0.60,0.73,0.85,0.97,1.09,1.21,1.33,1.45,1.56,1.68,1.79,1.91,2.02,2.14,2.25,
20,0.00,0.08,0.18,0.28,0.38,0.48,0.58,0.68,0.78,0.88,0.98,1.08,1.18,1.28,1.38,1.48,1.58,1.68,1.78,1.88
