i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.88,,,,,,,,,,,,,,,,,,,
2,9.37,10.46,,,,,,,,,,,,,,,,,,
3,8.85,9.95,10.71,,,,,,,,,,,,,,,,,
4,8.33,9.43,10.19,10.93,,,,,,,,,,,,,,,,
5,7.82,8.91,9.68,10.42,11.14,,,,,,,,,,,,,,,
6,7.30,8.40,9.16,9.90,10.62,11.33,,,,,,,,,,,,,,
7,6.78,7.88,8.64,9.38,10.10,10.82,11.52,,,,,,,,,,,,,
8,6.27,7.36,8.13,8.87,9.59,10.30,11.00,11.69,,,,,,,,,,,,
9,5.75,6.85,7.61,8.35,9.07,9.78,10.48,11.18,11.87,,,,,,,,,,,
10,5.23,6.33,7.09,7.83,8.55,9.27,9.97,10.66,11.35,12.03,,,,,,,,,,
11,4.72,5.81,6.58,7.32,8.04,8.75,9.45,10.14,10.83,11.52,12.20,,,,,,,,,
12,4.20,5.30,6.06,6.80,7.52,8.23,8.93,9.63,10.32,11.00,11.68,12.36,,,,,,,,
13,3.68,4.78,5.54,6.28,7.00,7.72,8.42,9.11,9.80,10.48,11.16,11.84,12.51,,,,,,,
14,3.17,4.26,5.03,5.77,6.49,7.20,7.90,8.59,9.28,9.97,10.65,11.32,12.00,12.67,,,,,,
15,2.65,3.75,4.51,5.25,5.97,6.68,7.38,8.08,8.77,9.45,10.13,10.81,11.48,12.15,12.82,,,,,
16,2.13,3.23,3.99,4.73,5.45,6.17,6.87,7.56,8.25,8.93,9.61,10.29,10.96,11.63,12.30,12.97,,,,
17,1.62,2.71,3.48,4.22,4.94,5.65,6.35,7.04,7.73,8.42,9.10,9.77,10.45,11.12,11.78,12.45,13.11,,,
18,1.10,2.20,2.96,3.69,4.42,5.13,5.83,6.52,7.21,7.89,8.57,9.25,9.92,10.59,11.26,11.92,12.58,13.25,,
19,0.59,1.66,2.41,3.13,3.84,4.54,5.23,5.92,6.60,7.28,7.95,8.62,9.29,9.96,10.62,11.28,11.94,12.60,13.25,
20,0.00,0.90,1.50,2.10,2.70,3.30,3.90,4.50,5.10,5.70,6.30,6.90,7.50,8.10,8.70,9.30,9.90,10.50,11.10,11.70
