i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.10,,,,,,,,,,,,,,,,,,
2,1.10,2.26,,,,,,,,,,,,,,,,,
3,1.10,2.26,3.38,,,,,,,,,,,,,,,,
4,1.10,2.26,3.38,4.48,,,,,,,,,,,,,,,
5,1.10,2.26,3.38,4.48,5.56,,,,,,,,,,,,,,
6,1.10,2.26,3.38,4.48,5.56,6.64,,,,,,,,,,,,,
7,1.10,2.26,3.38,4.48,5.56,6.64,7.71,,,,,,,,,,,,
8,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,,,,,,,,,,,
9,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,,,,,,,,,,
10,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,,,,,,,,,
11,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,11.94,,,,,,,,
12,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,11.94,12.99,,,,,,,
13,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,11.94,12.99,14.04,,,,,,
14,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,11.94,12.99,14.04,15.08,,,,,
15,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,11.94,12.99,14.04,15.08,16.13,,,,
16,1.10,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.89,11.94,12.99,14.04,15.08,16.13,17.17,,,
17,1.09,2.26,3.38,4.48,5.56,6.64,7.71,8.77,9.83,10.88,11.94,12.99,14.03,15.08,16.12,17.16,18.21,,
18,1.08,2.24,3.36,4.46,5.54,6.61,7.68,8.74,9.80,10.86,11.91,12.96,14.00,15.05,16.09,17.13,18.17,19.21,
19,0.93,2.04,3.12,4.19,5.25,6.30,7.35,8.40,9.44,10.48,11.52,12.55,13.59,14.62,15.65,16.69,17.72,18.75,19.78
