i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.83,,,,,,,,,,,,,,,,,,,
2,9.31,10.27,,,,,,,,,,,,,,,,,,
3,8.79,9.75,10.52,,,,,,,,,,,,,,,,,
4,8.28,9.24,10.01,10.75,,,,,,,,,,,,,,,,
5,7.76,8.72,9.49,10.23,10.96,,,,,,,,,,,,,,,
6,7.24,8.20,8.97,9.72,10.44,11.16,,,,,,,,,,,,,,
7,6.73,7.69,8.46,9.20,9.93,10.64,11.34,,,,,,,,,,,,,
8,6.21,7.17,7.94,8.68,9.41,10.12,10.83,11.52,,,,,,,,,,,,
9,5.69,6.65,7.42,8.17,8.89,9.61,10.31,11.01,11.70,,,,,,,,,,,
10,5.18,6.14,6.91,7.65,8.38,9.09,9.79,10.49,11.18,11.87,,,,,,,,,,
11,4.66,5.62,6.39,7.13,7.86,8.57,9.28,9.98,10.67,11.35,12.03,,,,,,,,,
12,4.14,5.10,5.87,6.62,7.34,8.06,8.76,9.46,10.15,10.83,11.52,12.19,,,,,,,,
13,3.63,4.59,5.36,6.10,6.83,7.54,8.24,8.94,9.63,10.32,11.00,11.68,12.35,,,,,,,
14,3.11,4.07,4.84,5.58,6.31,7.02,7.73,8.43,9.12,9.80,10.48,11.16,11.83,12.51,,,,,,
15,2.59,3.55,4.32,5.07,5.79,6.51,7.21,7.91,8.60,9.28,9.97,10.64,11.32,11.99,12.66,,,,,
16,2.08,3.04,3.81,4.55,5.28,5.99,6.69,7.39,8.08,8.77,9.45,10.13,10.80,11.47,12.14,12.81,,,,
17,1.56,2.52,3.29,4.03,4.76,5.47,6.18,6.87,7.57,8.25,8.93,9.61,10.28,10.95,11.62,12.29,12.95,,,
18,1.05,2.00,2.77,3.51,4.24,4.95,5.65,6.35,7.04,7.73,8.41,9.08,9.76,10.43,11.10,11.76,12.43,13.09,,
19,0.51,1.46,2.22,2.95,3.67,4.37,5.07,5.75,6.44,7.12,7.79,8.46,9.13,9.80,10.46,11.12,11.78,12.44,13.10,
20,0.00,0.76,1.36,1.96,2.56,3.16,3.76,4.36,4.96,5.56,6.16,6.76,7.36,7.96,8.56,9.16,9.76,10.36,10.96,11.56
