i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.77,,,,,,,,,,,,,,,,,,,
2,10.21,11.51,,,,,,,,,,,,,,,,,,
3,9.65,10.95,11.72,,,,,,,,,,,,,,,,,
4,9.10,10.39,11.17,11.91,,,,,,,,,,,,,,,,
5,8.54,9.84,10.61,11.36,12.09,,,,,,,,,,,,,,,
6,7.98,9.28,10.05,10.80,11.53,12.25,,,,,,,,,,,,,,
7,7.42,8.72,9.49,10.24,10.97,11.69,12.41,,,,,,,,,,,,,
8,6.87,8.16,8.94,9.68,10.42,11.14,11.85,12.55,,,,,,,,,,,,
9,6.31,7.61,8.38,9.13,9.86,10.58,11.29,11.99,12.69,,,,,,,,,,,
10,5.75,7.05,7.82,8.57,9.30,10.02,10.73,11.44,12.13,12.83,,,,,,,,,,
11,5.19,6.49,7.26,8.01,8.74,9.46,10.18,10.88,11.58,12.27,12.96,,,,,,,,,
12,4.64,5.93,6.71,7.45,8.19,8.91,9.62,10.32,11.02,11.71,12.40,13.08,,,,,,,,
13,4.08,5.38,6.15,6.90,7.63,8.35,9.06,9.76,10.46,11.15,11.84,12.53,13.21,,,,,,,
14,3.52,4.82,5.59,6.34,7.07,7.79,8.50,9.21,9.90,10.60,11.28,11.97,12.65,13.33,,,,,,
15,2.96,4.26,5.03,5.78,6.51,7.23,7.94,8.65,9.35,10.04,10.73,11.41,12.09,12.77,13.44,,,,,
16,2.40,3.70,4.48,5.22,5.96,6.68,7.39,8.09,8.79,9.48,10.17,10.85,11.53,12.21,12.88,13.56,,,,
17,1.85,3.15,3.92,4.67,5.40,6.12,6.83,7.53,8.23,8.92,9.61,10.29,10.97,11.65,12.33,13.00,13.67,,,
18,1.29,2.58,3.35,4.10,4.83,5.55,6.26,6.97,7.66,8.35,9.04,9.72,10.40,11.08,11.76,12.43,13.10,13.76,,
19,0.73,2.00,2.75,3.48,4.20,4.91,5.61,6.31,6.99,7.68,8.36,9.04,9.71,10.38,11.05,11.72,12.38,13.05,13.71,
20,0.00,1.09,1.69,2.29,2.89,3.49,4.09,4.69,5.29,5.89,6.49,7.09,7.69,8.29,8.89,9.49,10.09,10.69,11.29,11.89
