i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.72,,,,,,,,,,,,,,,,,,
2,1.72,2.84,,,,,,,,,,,,,,,,,
3,1.72,2.84,3.99,,,,,,,,,,,,,,,,
4,1.72,2.84,3.99,5.11,,,,,,,,,,,,,,,
5,1.72,2.84,3.99,5.11,6.22,,,,,,,,,,,,,,
6,1.72,2.84,3.99,5.11,6.22,7.32,,,,,,,,,,,,,
7,1.72,2.84,3.99,5.11,6.22,7.32,8.41,,,,,,,,,,,,
8,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,,,,,,,,,,,
9,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,,,,,,,,,,
10,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,11.65,,,,,,,,,
11,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,11.65,12.72,,,,,,,,
12,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,11.65,12.72,13.79,,,,,,,
13,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,11.65,12.72,13.79,14.85,,,,,,
14,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,11.65,12.72,13.79,14.85,15.92,,,,,
15,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.50,10.57,11.65,12.72,13.79,14.85,15.92,16.98,,,,
16,1.72,2.84,3.99,5.11,6.22,7.32,8.41,9.49,10.57,11.65,12.72,13.79,14.85,15.91,16.97,18.03,,,
17,1.72,2.83,3.98,5.11,6.22,7.32,8.41,9.49,10.57,11.64,12.72,13.78,14.85,15.91,16.97,18.03,19.08,,
18,1.70,2.80,3.94,5.06,6.17,7.26,8.35,9.44,10.51,11.59,12.65,13.72,14.78,15.84,16.90,17.96,19.01,20.07,
19,1.32,2.42,3.51,4.58,5.65,6.71,7.77,8.83,9.88,10.93,11.98,13.03,14.08,15.12,16.16,17.20,18.24,19.28,20.32
