i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.71,,,,,,,,,,,,,,,,,,
2,1.71,2.75,,,,,,,,,,,,,,,,,
3,1.71,2.75,3.89,,,,,,,,,,,,,,,,
4,1.71,2.75,3.89,5.02,,,,,,,,,,,,,,,
5,1.71,2.75,3.89,5.02,6.14,,,,,,,,,,,,,,
6,1.71,2.75,3.89,5.02,6.14,7.25,,,,,,,,,,,,,
7,1.71,2.75,3.89,5.02,6.14,7.25,8.35,,,,,,,,,,,,
8,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,,,,,,,,,,,
9,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,,,,,,,,,,
10,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,11.61,,,,,,,,,
11,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,11.61,12.69,,,,,,,,
12,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,11.61,12.69,13.76,,,,,,,
13,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,11.61,12.69,13.76,14.83,,,,,,
14,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,11.61,12.69,13.76,14.83,15.90,,,,,
15,1.71,2.75,3.89,5.02,6.14,7.25,8.35,9.44,10.53,11.61,12.69,13.76,14.83,15.90,16.97,,,,
16,1.71,2.75,3.89,5.02,6.14,7.24,8.35,9.44,10.53,11.61,12.69,13.76,14.83,15.90,16.97,18.03,,,
17,1.71,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,13.75,14.83,15.89,16.96,18.02,19.08,,
18,1.68,2.71,3.84,4.96,6.07,7.18,8.28,9.37,10.45,11.53,12.61,13.68,14.75,15.82,16.88,17.94,19.00,20.06,
19,1.17,2.26,3.34,4.42,5.49,6.56,7.62,8.69,9.74,10.80,11.85,12.90,13.95,15.00,16.04,17.09,18.13,19.17,20.21
