i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.05,,,,,,,,,,,,,,,,,,,
2,9.51,10.44,,,,,,,,,,,,,,,,,,
3,8.98,9.91,10.69,,,,,,,,,,,,,,,,,
4,8.45,9.38,10.16,10.91,,,,,,,,,,,,,,,,
5,7.92,8.84,9.62,10.38,11.11,,,,,,,,,,,,,,,
6,7.39,8.31,9.09,9.85,10.58,11.30,,,,,,,,,,,,,,
7,6.86,7.78,8.56,9.32,10.05,10.77,11.48,,,,,,,,,,,,,
8,6.33,7.25,8.03,8.78,9.52,10.24,10.95,11.66,,,,,,,,,,,,
9,5.79,6.72,7.50,8.25,8.99,9.71,10.42,11.12,11.82,,,,,,,,,,,
10,5.26,6.19,6.97,7.72,8.46,9.18,9.89,10.59,11.29,11.98,,,,,,,,,,
11,4.73,5.66,6.44,7.19,7.93,8.65,9.36,10.06,10.76,11.45,12.13,,,,,,,,,
12,4.20,5.12,5.90,6.66,7.39,8.12,8.83,9.53,10.23,10.92,11.60,12.28,,,,,,,,
13,3.67,4.59,5.37,6.13,6.86,7.58,8.30,9.00,9.69,10.39,11.07,11.75,12.43,,,,,,,
14,3.14,4.06,4.84,5.60,6.33,7.05,7.76,8.47,9.16,9.85,10.54,11.22,11.90,12.57,,,,,,
15,2.61,3.53,4.31,5.06,5.80,6.52,7.23,7.94,8.63,9.32,10.01,10.69,11.37,12.04,12.72,,,,,
16,2.07,3.00,3.78,4.53,5.27,5.99,6.70,7.40,8.10,8.79,9.48,10.16,10.84,11.51,12.18,12.85,,,,
17,1.54,2.47,3.25,4.00,4.74,5.46,6.17,6.87,7.57,8.26,8.94,9.63,10.30,10.98,11.65,12.32,12.99,,,
18,1.01,1.93,2.71,3.46,4.20,4.92,5.63,6.33,7.03,7.72,8.40,9.08,9.76,10.44,11.11,11.78,12.44,13.11,,
19,0.47,1.38,2.15,2.89,3.61,4.32,5.02,5.72,6.41,7.09,7.77,8.44,9.12,9.79,10.45,11.12,11.78,12.44,13.10,
20,0.00,0.69,1.29,1.89,2.49,3.09,3.69,4.29,4.89,5.49,6.09,6.69,7.29,7.89,8.49,9.09,9.69,10.29,10.89,11.49
