i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.99,,,,,,,,,,,,,,,,,,,
2,9.47,10.46,,,,,,,,,,,,,,,,,,
3,8.94,9.94,10.71,,,,,,,,,,,,,,,,,
4,8.42,9.42,10.19,10.93,,,,,,,,,,,,,,,,
5,7.89,8.89,9.66,10.41,11.14,,,,,,,,,,,,,,,
6,7.37,8.37,9.14,9.88,10.61,11.33,,,,,,,,,,,,,,
7,6.85,7.84,8.61,9.36,10.09,10.80,11.51,,,,,,,,,,,,,
8,6.32,7.32,8.09,8.84,9.56,10.28,10.99,11.68,,,,,,,,,,,,
9,5.80,6.79,7.57,8.31,9.04,9.76,10.46,11.16,11.85,,,,,,,,,,,
10,5.27,6.27,7.04,7.79,8.52,9.23,9.94,10.64,11.33,12.01,,,,,,,,,,
11,4.75,5.75,6.52,7.26,7.99,8.71,9.41,10.11,10.80,11.49,12.17,,,,,,,,,
12,4.22,5.22,5.99,6.74,7.47,8.18,8.89,9.59,10.28,10.97,11.65,12.33,,,,,,,,
13,3.70,4.70,5.47,6.21,6.94,7.66,8.36,9.06,9.76,10.44,11.13,11.80,12.48,,,,,,,
14,3.18,4.17,4.94,5.69,6.42,7.13,7.84,8.54,9.23,9.92,10.60,11.28,11.96,12.63,,,,,,
15,2.65,3.65,4.42,5.17,5.89,6.61,7.32,8.01,8.71,9.39,10.08,10.76,11.43,12.10,12.77,,,,,
16,2.13,3.13,3.90,4.64,5.37,6.09,6.79,7.49,8.18,8.87,9.55,10.23,10.91,11.58,12.25,12.92,,,,
17,1.60,2.60,3.37,4.12,4.85,5.56,6.27,6.97,7.66,8.34,9.03,9.71,10.38,11.05,11.72,12.39,13.06,,,
18,1.08,2.07,2.84,3.59,4.32,5.03,5.74,6.43,7.13,7.81,8.49,9.17,9.85,10.52,11.19,11.86,12.52,13.18,,
19,0.54,1.53,2.28,3.02,3.73,4.44,5.14,5.83,6.51,7.19,7.87,8.54,9.21,9.88,10.54,11.20,11.87,12.52,13.18,
20,0.00,0.80,1.40,2.00,2.60,3.20,3.80,4.40,5.00,5.60,6.20,6.80,7.40,8.00,8.60,9.20,9.80,10.40,11.00,11.60
