i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.70,,,,,,,,,,,,,,,,,,
2,1.70,2.75,,,,,,,,,,,,,,,,,
3,1.70,2.75,3.89,,,,,,,,,,,,,,,,
4,1.70,2.75,3.89,5.01,,,,,,,,,,,,,,,
5,1.70,2.75,3.89,5.01,6.13,,,,,,,,,,,,,,
6,1.70,2.75,3.89,5.01,6.13,7.24,,,,,,,,,,,,,
7,1.70,2.75,3.89,5.01,6.13,7.24,8.34,,,,,,,,,,,,
8,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,,,,,,,,,,,
9,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,,,,,,,,,,
10,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,,,,,,,,,
11,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,,,,,,,,
12,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,13.75,,,,,,,
13,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,13.75,14.82,,,,,,
14,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,13.75,14.82,15.89,,,,,
15,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,13.75,14.82,15.89,16.96,,,,
16,1.70,2.75,3.89,5.01,6.13,7.24,8.34,9.43,10.52,11.60,12.68,13.75,14.82,15.89,16.96,18.02,,,
17,1.70,2.74,3.88,5.01,6.13,7.23,8.33,9.43,10.51,11.60,12.67,13.75,14.82,15.89,16.95,18.01,19.07,,
18,1.68,2.70,3.83,4.96,6.07,7.17,8.27,9.36,10.45,11.53,12.60,13.67,14.74,15.81,16.87,17.93,18.99,20.05,
19,1.16,2.26,3.34,4.42,5.49,6.56,7.62,8.68,9.74,10.80,11.85,12.90,13.95,15.00,16.04,17.08,18.13,19.17,20.21
