i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.13,,,,,,,,,,,,,,,,,,,
2,9.59,10.49,,,,,,,,,,,,,,,,,,
3,9.05,9.96,10.74,,,,,,,,,,,,,,,,,
4,8.52,9.42,10.20,10.96,,,,,,,,,,,,,,,,
5,7.98,8.88,9.66,10.42,11.16,,,,,,,,,,,,,,,
6,7.44,8.34,9.13,9.89,10.63,11.35,,,,,,,,,,,,,,
7,6.90,7.80,8.59,9.35,10.09,10.81,11.53,,,,,,,,,,,,,
8,6.36,7.26,8.05,8.81,9.55,10.28,10.99,11.70,,,,,,,,,,,,
9,5.82,6.72,7.51,8.27,9.01,9.74,10.45,11.16,11.86,,,,,,,,,,,
10,5.28,6.19,6.97,7.73,8.47,9.20,9.91,10.62,11.32,12.01,,,,,,,,,,
11,4.75,5.65,6.43,7.19,7.93,8.66,9.37,10.08,10.78,11.47,12.16,,,,,,,,,
12,4.21,5.11,5.89,6.65,7.39,8.12,8.84,9.54,10.24,10.94,11.62,12.31,,,,,,,,
13,3.67,4.57,5.36,6.12,6.86,7.58,8.30,9.00,9.70,10.40,11.09,11.77,12.45,,,,,,,
14,3.13,4.03,4.82,5.58,6.32,7.04,7.76,8.47,9.17,9.86,10.55,11.23,11.91,12.59,,,,,,
15,2.59,3.49,4.28,5.04,5.78,6.51,7.22,7.93,8.63,9.32,10.01,10.69,11.37,12.05,12.72,,,,,
16,2.05,2.95,3.74,4.50,5.24,5.97,6.68,7.39,8.09,8.78,9.47,10.15,10.83,11.51,12.18,12.86,,,,
17,1.51,2.42,3.20,3.96,4.70,5.43,6.14,6.85,7.55,8.24,8.93,9.61,10.29,10.97,11.65,12.32,12.99,,,
18,0.98,1.88,2.66,3.42,4.16,4.88,5.60,6.30,7.00,7.69,8.38,9.07,9.75,10.42,11.10,11.77,12.43,13.10,,
19,0.44,1.31,2.08,2.83,3.56,4.28,4.98,5.68,6.37,7.06,7.74,8.41,9.09,9.76,10.43,11.09,11.76,12.42,13.08,
20,0.00,0.64,1.24,1.84,2.44,3.04,3.64,4.24,4.84,5.44,6.04,6.64,7.24,7.84,8.44,9.04,9.64,10.24,10.84,11.44
