i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.53,,,,,,,,,,,,,,,,,,,
2,8.08,8.90,,,,,,,,,,,,,,,,,,
3,7.62,8.45,9.20,,,,,,,,,,,,,,,,,
4,7.17,8.00,8.75,9.47,,,,,,,,,,,,,,,,
5,6.72,7.55,8.30,9.02,9.72,,,,,,,,,,,,,,,
6,6.27,7.10,7.84,8.57,9.27,9.97,,,,,,,,,,,,,,
7,5.82,6.65,7.39,8.11,8.82,9.51,10.20,,,,,,,,,,,,,
8,5.36,6.19,6.94,7.66,8.37,9.06,9.75,10.43,,,,,,,,,,,,
9,4.91,5.74,6.49,7.21,7.92,8.61,9.30,9.98,10.65,,,,,,,,,,,
10,4.46,5.29,6.04,6.76,7.46,8.16,8.85,9.53,10.20,10.87,,,,,,,,,,
11,4.01,4.84,5.58,6.31,7.01,7.71,8.39,9.08,9.75,10.42,11.09,,,,,,,,,
12,3.56,4.39,5.13,5.85,6.56,7.26,7.94,8.62,9.30,9.97,10.64,11.30,,,,,,,,
13,3.11,3.93,4.68,5.40,6.11,6.80,7.49,8.17,8.85,9.52,10.19,10.85,11.51,,,,,,,
14,2.65,3.48,4.23,4.95,5.66,6.35,7.04,7.72,8.40,9.07,9.73,10.40,11.06,11.72,,,,,,
15,2.20,3.03,3.78,4.50,5.21,5.90,6.59,7.27,7.94,8.61,9.28,9.95,10.61,11.27,11.93,,,,,
16,1.75,2.58,3.33,4.05,4.75,5.45,6.14,6.82,7.49,8.16,8.83,9.50,10.16,10.82,11.47,12.13,,,,
17,1.30,2.13,2.87,3.60,4.30,5.00,5.68,6.36,7.04,7.71,8.38,9.04,9.70,10.36,11.02,11.68,12.33,,,
18,0.85,1.67,2.42,3.14,3.85,4.54,5.23,5.91,6.58,7.25,7.92,8.59,9.25,9.91,10.56,11.22,11.87,12.52,,
19,0.40,1.21,1.95,2.66,3.36,4.04,4.72,5.40,6.07,6.74,7.40,8.06,8.72,9.37,10.02,10.68,11.33,11.98,12.62,
20,0.00,0.64,1.24,1.84,2.44,3.04,3.64,4.24,4.84,5.44,6.04,6.64,7.24,7.84,8.44,9.04,9.64,10.24,10.84,11.44
