i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.21,,,,,,,,,,,,,,,,,,,
2,5.88,7.40,,,,,,,,,,,,,,,,,,
3,5.56,7.08,8.05,,,,,,,,,,,,,,,,,
4,5.24,6.75,7.72,8.69,,,,,,,,,,,,,,,,
5,4.92,6.43,7.40,8.36,9.32,,,,,,,,,,,,,,,
6,4.60,6.11,7.08,8.04,9.00,9.94,,,,,,,,,,,,,,
7,4.27,5.79,6.76,7.72,8.67,9.62,10.57,,,,,,,,,,,,,
8,3.95,5.46,6.44,7.40,8.35,9.30,10.24,11.19,,,,,,,,,,,,
9,3.63,5.14,6.11,7.08,8.03,8.98,9.92,10.86,11.80,,,,,,,,,,,
10,3.31,4.82,5.79,6.75,7.71,8.66,9.60,10.54,11.48,12.42,,,,,,,,,,
11,2.99,4.50,5.47,6.43,7.38,8.33,9.28,10.22,11.16,12.10,13.03,,,,,,,,,
12,2.66,4.18,5.15,6.11,7.06,8.01,8.96,9.90,10.84,11.77,12.71,13.64,,,,,,,,
13,2.34,3.85,4.83,5.79,6.74,7.69,8.63,9.58,10.51,11.45,12.39,13.32,14.25,,,,,,,
14,2.02,3.53,4.50,5.46,6.42,7.37,8.31,9.25,10.19,11.13,12.06,13.00,13.93,14.86,,,,,,
15,1.70,3.21,4.18,5.14,6.10,7.05,7.99,8.93,9.87,10.81,11.74,12.68,13.61,14.54,15.47,,,,,
16,1.38,2.89,3.86,4.82,5.77,6.72,7.67,8.61,9.55,10.49,11.42,12.35,13.29,14.22,15.15,16.08,,,,
17,1.05,2.57,3.54,4.50,5.45,6.40,7.35,8.29,9.23,10.16,11.10,12.03,12.96,13.90,14.83,15.75,16.68,,,
18,0.73,2.24,3.22,4.18,5.13,6.08,7.02,7.96,8.90,9.84,10.78,11.71,12.64,13.57,14.50,15.43,16.36,17.29,,
19,0.43,1.93,2.90,3.86,4.81,5.76,6.70,7.64,8.58,9.52,10.45,11.38,12.31,13.24,14.17,15.10,16.03,16.96,17.88,
20,0.00,1.42,2.32,3.22,4.12,5.02,5.92,6.82,7.72,8.62,9.52,10.42,11.32,12.22,13.12,14.02,14.92,15.82,16.72,17.62
