i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,4.17,,,,,,,,,,,,,,,,,,
2,4.17,5.87,,,,,,,,,,,,,,,,,
3,4.17,5.87,7.41,,,,,,,,,,,,,,,,
4,4.17,5.87,7.41,8.87,,,,,,,,,,,,,,,
5,4.17,5.87,7.41,8.87,10.28,,,,,,,,,,,,,,
6,4.17,5.87,7.41,8.87,10.28,11.64,,,,,,,,,,,,,
7,4.17,5.87,7.41,8.87,10.28,11.64,12.98,,,,,,,,,,,,
8,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,,,,,,,,,,,
9,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,,,,,,,,,,
10,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,,,,,,,,,
11,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,,,,,,,,
12,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,19.41,,,,,,,
13,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,19.41,20.66,,,,,,
14,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,19.41,20.66,21.89,,,,,
15,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,19.41,20.66,21.89,23.12,,,,
16,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,19.41,20.66,21.89,23.12,24.34,,,
17,4.17,5.87,7.41,8.87,10.28,11.64,12.98,14.30,15.60,16.89,18.16,19.41,20.66,21.89,23.12,24.34,25.55,,
18,4.18,5.88,7.42,8.88,10.28,11.65,12.99,14.31,15.61,16.89,18.16,19.41,20.66,21.89,23.12,24.34,25.57,26.77,
19,4.17,5.76,7.25,8.69,10.07,11.44,12.76,14.07,15.36,16.64,17.89,19.14,20.39,21.61,22.84,24.05,25.27,26.46,27.66
