i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.60,,,,,,,,,,,,,,,,,,
2,2.60,4.22,,,,,,,,,,,,,,,,,
3,2.60,4.22,5.74,,,,,,,,,,,,,,,,
4,2.60,4.22,5.74,7.18,,,,,,,,,,,,,,,
5,2.60,4.22,5.74,7.18,8.57,,,,,,,,,,,,,,
6,2.60,4.22,5.74,7.18,8.57,9.91,,,,,,,,,,,,,
7,2.60,4.22,5.74,7.18,8.57,9.91,11.22,,,,,,,,,,,,
8,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,,,,,,,,,,,
9,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,,,,,,,,,,
10,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,,,,,,,,,
11,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,,,,,,,,
12,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,17.51,,,,,,,
13,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,17.51,18.73,,,,,,
14,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,17.51,18.73,19.94,,,,,
15,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,17.51,18.73,19.94,21.14,,,,
16,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,17.51,18.73,19.94,21.14,22.33,,,
17,2.60,4.22,5.74,7.18,8.57,9.91,11.22,12.51,13.78,15.04,16.28,17.51,18.73,19.94,21.14,22.33,23.52,,
18,2.61,4.23,5.75,7.19,8.57,9.91,11.23,12.52,13.79,15.04,16.28,17.51,18.73,19.94,21.14,22.34,23.53,24.71,
19,2.39,4.09,5.61,7.05,8.42,9.76,11.06,12.34,13.61,14.86,16.09,17.31,18.53,19.73,20.93,22.12,23.31,24.49,25.66
