i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.88,,,,,,,,,,,,,,,,,,,
2,3.67,4.58,,,,,,,,,,,,,,,,,,
3,3.47,4.38,5.33,,,,,,,,,,,,,,,,,
4,3.27,4.17,5.13,6.07,,,,,,,,,,,,,,,,
5,3.06,3.97,4.92,5.87,6.80,,,,,,,,,,,,,,,
6,2.86,3.77,4.72,5.66,6.60,7.53,,,,,,,,,,,,,,
7,2.65,3.56,4.51,5.46,6.39,7.33,8.26,,,,,,,,,,,,,
8,2.45,3.36,4.31,5.25,6.19,7.12,8.06,8.98,,,,,,,,,,,,
9,2.24,3.15,4.10,5.05,5.99,6.92,7.85,8.78,9.71,,,,,,,,,,,
10,2.04,2.95,3.90,4.84,5.78,6.71,7.65,8.58,9.50,10.43,,,,,,,,,,
11,1.83,2.74,3.69,4.64,5.58,6.51,7.44,8.37,9.30,10.22,11.15,,,,,,,,,
12,1.63,2.54,3.49,4.43,5.37,6.31,7.24,8.17,9.09,10.02,10.94,11.87,,,,,,,,
13,1.42,2.33,3.28,4.23,5.17,6.10,7.03,7.96,8.89,9.81,10.74,11.66,12.58,,,,,,,
14,1.22,2.13,3.08,4.02,4.96,5.90,6.83,7.76,8.68,9.61,10.53,11.46,12.38,13.30,,,,,,
15,1.01,1.92,2.87,3.82,4.76,5.69,6.62,7.55,8.48,9.40,10.33,11.25,12.18,13.10,14.02,,,,,
16,0.81,1.72,2.67,3.61,4.55,5.49,6.42,7.35,8.27,9.20,10.12,11.05,11.97,12.89,13.81,14.73,,,,
17,0.60,1.51,2.47,3.41,4.35,5.28,6.21,7.14,8.07,9.00,9.92,10.84,11.77,12.69,13.61,14.53,15.45,,,
18,0.40,1.31,2.26,3.20,4.14,5.08,6.01,6.94,7.86,8.79,9.71,10.64,11.56,12.48,13.40,14.32,15.24,16.16,,
19,0.19,1.10,2.05,3.00,3.93,4.87,5.80,6.73,7.66,8.58,9.51,10.43,11.35,12.27,13.19,14.11,15.03,15.95,16.87,
20,0.00,0.84,1.74,2.64,3.54,4.44,5.34,6.24,7.14,8.04,8.94,9.84,10.74,11.64,12.54,13.44,14.34,15.24,16.14,17.04
