i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.34,,,,,,,,,,,,,,,,,,,
2,5.06,6.23,,,,,,,,,,,,,,,,,,
3,4.78,5.95,6.92,,,,,,,,,,,,,,,,,
4,4.50,5.67,6.64,7.60,,,,,,,,,,,,,,,,
5,4.22,5.39,6.36,7.32,8.27,,,,,,,,,,,,,,,
6,3.94,5.11,6.08,7.04,7.99,8.93,,,,,,,,,,,,,,
7,3.66,4.83,5.80,6.76,7.70,8.65,9.59,,,,,,,,,,,,,
8,3.38,4.55,5.52,6.48,7.42,8.37,9.31,10.25,,,,,,,,,,,,
9,3.10,4.27,5.24,6.20,7.14,8.09,9.03,9.97,10.90,,,,,,,,,,,
10,2.82,3.99,4.96,5.92,6.86,7.81,8.75,9.69,10.62,11.55,,,,,,,,,,
11,2.54,3.71,4.68,5.64,6.58,7.53,8.47,9.41,10.34,11.27,12.21,,,,,,,,,
12,2.26,3.43,4.40,5.36,6.30,7.25,8.19,9.13,10.06,10.99,11.93,12.86,,,,,,,,
13,1.98,3.15,4.12,5.08,6.02,6.97,7.91,8.85,9.78,10.71,11.65,12.58,13.51,,,,,,,
14,1.70,2.87,3.84,4.80,5.74,6.69,7.63,8.57,9.50,10.43,11.37,12.30,13.23,14.15,,,,,,
15,1.42,2.59,3.56,4.52,5.46,6.41,7.35,8.29,9.22,10.15,11.09,12.02,12.94,13.87,14.80,,,,,
16,1.14,2.31,3.28,4.24,5.18,6.13,7.07,8.01,8.94,9.87,10.81,11.74,12.66,13.59,14.52,15.45,,,,
17,0.86,2.03,3.00,3.96,4.90,5.85,6.79,7.73,8.66,9.59,10.53,11.46,12.38,13.31,14.24,15.17,16.09,,,
18,0.58,1.75,2.72,3.68,4.62,5.57,6.51,7.45,8.38,9.31,10.25,11.18,12.10,13.03,13.96,14.88,15.81,16.73,,
19,0.31,1.48,2.44,3.40,4.34,5.29,6.23,7.16,8.10,9.03,9.96,10.89,11.82,12.75,13.67,14.60,15.52,16.45,17.37,
20,0.00,1.08,1.98,2.88,3.78,4.68,5.58,6.48,7.38,8.28,9.18,10.08,10.98,11.88,12.78,13.68,14.58,15.48,16.38,17.28
