i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.66,,,,,,,,,,,,,,,,,,,
2,5.36,6.70,,,,,,,,,,,,,,,,,,
3,5.07,6.41,7.37,,,,,,,,,,,,,,,,,
4,4.77,6.11,7.08,8.04,,,,,,,,,,,,,,,,
5,4.48,5.82,6.78,7.74,8.69,,,,,,,,,,,,,,,
6,4.18,5.52,6.49,7.45,8.40,9.34,,,,,,,,,,,,,,
7,3.89,5.23,6.19,7.15,8.10,9.05,9.99,,,,,,,,,,,,,
8,3.59,4.93,5.90,6.86,7.81,8.75,9.69,10.63,,,,,,,,,,,,
9,3.30,4.64,5.60,6.56,7.51,8.46,9.40,10.34,11.27,,,,,,,,,,,
10,3.00,4.34,5.31,6.27,7.22,8.16,9.10,10.04,10.98,11.91,,,,,,,,,,
11,2.71,4.05,5.01,5.97,6.92,7.87,8.81,9.75,10.68,11.62,12.55,,,,,,,,,
12,2.41,3.75,4.72,5.68,6.63,7.57,8.51,9.45,10.39,11.32,12.25,13.19,,,,,,,,
13,2.12,3.46,4.42,5.38,6.33,7.28,8.22,9.16,10.09,11.03,11.96,12.89,13.82,,,,,,,
14,1.82,3.16,4.13,5.09,6.04,6.98,7.92,8.86,9.80,10.73,11.66,12.59,13.52,14.45,,,,,,
15,1.53,2.87,3.83,4.79,5.74,6.69,7.63,8.57,9.50,10.44,11.37,12.30,13.23,14.16,15.09,,,,,
16,1.23,2.57,3.54,4.50,5.45,6.39,7.33,8.27,9.21,10.14,11.07,12.00,12.93,13.86,14.79,15.72,,,,
17,0.94,2.28,3.24,4.20,5.15,6.10,7.04,7.98,8.91,9.85,10.78,11.71,12.64,13.57,14.50,15.42,16.35,,,
18,0.64,1.98,2.95,3.90,4.85,5.80,6.74,7.68,8.62,9.55,10.48,11.41,12.34,13.27,14.20,15.13,16.05,16.98,,
19,0.36,1.69,2.66,3.61,4.56,5.50,6.45,7.38,8.32,9.25,10.18,11.12,12.04,12.97,13.90,14.83,15.75,16.68,17.60,
20,0.00,1.25,2.15,3.05,3.95,4.85,5.75,6.65,7.55,8.45,9.35,10.25,11.15,12.05,12.95,13.85,14.75,15.65,16.55,17.45
