i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,3.03,,,,,,,,,,,,,,,,,,
2,3.03,4.72,,,,,,,,,,,,,,,,,
3,3.03,4.72,6.28,,,,,,,,,,,,,,,,
4,3.03,4.72,6.28,7.75,,,,,,,,,,,,,,,
5,3.03,4.72,6.28,7.75,9.15,,,,,,,,,,,,,,
6,3.03,4.72,6.28,7.75,9.15,10.52,,,,,,,,,,,,,
7,3.03,4.72,6.28,7.75,9.15,10.52,11.85,,,,,,,,,,,,
8,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,,,,,,,,,,,
9,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,,,,,,,,,,
10,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,,,,,,,,,
11,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,,,,,,,,
12,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,18.21,,,,,,,
13,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,18.21,19.45,,,,,,
14,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,18.21,19.45,20.67,,,,,
15,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,18.21,19.45,20.67,21.89,,,,
16,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,18.21,19.45,20.67,21.89,23.10,,,
17,3.03,4.72,6.28,7.75,9.15,10.52,11.85,13.15,14.44,15.71,16.97,18.21,19.45,20.67,21.89,23.10,24.30,,
18,3.04,4.73,6.28,7.75,9.16,10.52,11.85,13.16,14.45,15.72,16.97,18.22,19.45,20.68,21.89,23.10,24.31,25.50,
19,2.89,4.60,6.14,7.60,8.99,10.34,11.66,12.96,14.24,15.50,16.75,17.99,19.22,20.44,21.65,22.85,24.05,25.25,26.43
