i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,3.26,,,,,,,,,,,,,,,,,,
2,3.26,4.92,,,,,,,,,,,,,,,,,
3,3.26,4.92,6.43,,,,,,,,,,,,,,,,
4,3.26,4.92,6.43,7.85,,,,,,,,,,,,,,,
5,3.26,4.92,6.43,7.85,9.22,,,,,,,,,,,,,,
6,3.26,4.92,6.43,7.85,9.22,10.55,,,,,,,,,,,,,
7,3.26,4.92,6.43,7.85,9.22,10.55,11.86,,,,,,,,,,,,
8,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,,,,,,,,,,,
9,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,,,,,,,,,,
10,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,,,,,,,,,
11,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,16.90,,,,,,,,
12,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,16.90,18.12,,,,,,,
13,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,16.90,18.12,19.34,,,,,,
14,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,16.90,18.12,19.34,20.55,,,,,
15,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,16.90,18.12,19.34,20.55,21.76,,,,
16,3.26,4.92,6.43,7.85,9.22,10.55,11.86,13.14,14.40,15.66,16.90,18.12,19.34,20.55,21.76,22.95,,,
17,3.26,4.92,6.43,7.85,9.22,10.55,11.85,13.14,14.40,15.66,16.90,18.12,19.34,20.55,21.76,22.95,24.14,,
18,3.27,4.93,6.43,7.85,9.22,10.55,11.86,13.14,14.41,15.66,16.90,18.13,19.35,20.56,21.76,22.95,24.14,25.33,
19,3.25,4.84,6.31,7.71,9.06,10.39,11.68,12.96,14.22,15.46,16.70,17.92,19.13,20.34,21.54,22.73,23.91,25.10,26.27
