i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.85,,,,,,,,,,,,,,,,,,,
2,10.29,11.38,,,,,,,,,,,,,,,,,,
3,9.72,10.82,11.51,,,,,,,,,,,,,,,,,
4,9.16,10.26,10.94,11.61,,,,,,,,,,,,,,,,
5,8.60,9.69,10.38,11.04,11.69,,,,,,,,,,,,,,,
6,8.03,9.13,9.82,10.48,11.13,11.76,,,,,,,,,,,,,,
7,7.47,8.56,9.25,9.92,10.56,11.20,11.82,,,,,,,,,,,,,
8,6.90,8.00,8.69,9.35,10.00,10.63,11.25,11.87,,,,,,,,,,,,
9,6.34,7.44,8.13,8.79,9.43,10.07,10.69,11.31,11.91,,,,,,,,,,,
10,5.78,6.87,7.56,8.22,8.87,9.50,10.13,10.74,11.35,11.95,,,,,,,,,,
11,5.21,6.31,7.00,7.66,8.31,8.94,9.56,10.18,10.79,11.39,11.98,,,,,,,,,
12,4.65,5.74,6.43,7.10,7.74,8.38,9.00,9.61,10.22,10.82,11.42,12.01,,,,,,,,
13,4.09,5.18,5.87,6.53,7.18,7.81,8.44,9.05,9.66,10.26,10.86,11.45,12.04,,,,,,,
14,3.52,4.62,5.31,5.97,6.62,7.25,7.87,8.49,9.09,9.69,10.29,10.88,11.47,12.06,,,,,,
15,2.96,4.05,4.74,5.41,6.05,6.68,7.31,7.92,8.53,9.13,9.73,10.32,10.91,11.49,12.08,,,,,
16,2.39,3.49,4.18,4.84,5.49,6.12,6.74,7.36,7.96,8.57,9.16,9.76,10.34,10.93,11.51,12.09,,,,
17,1.83,2.92,3.61,4.27,4.92,5.55,6.18,6.79,7.40,8.00,8.60,9.19,9.78,10.36,10.94,11.52,12.10,,,
18,1.27,2.35,3.04,3.70,4.34,4.97,5.60,6.21,6.81,7.42,8.01,8.60,9.19,9.77,10.35,10.93,11.51,12.08,,
19,0.67,1.74,2.40,3.04,3.67,4.29,4.89,5.49,6.09,6.68,7.27,7.85,8.43,9.00,9.58,10.15,10.72,11.28,11.85,
20,0.00,0.88,1.38,1.88,2.38,2.88,3.38,3.88,4.38,4.88,5.38,5.88,6.38,6.88,7.38,7.88,8.38,8.88,9.38,9.88
