i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.71,,,,,,,,,,,,,,,,,,
2,1.71,2.73,,,,,,,,,,,,,,,,,
3,1.71,2.73,3.80,,,,,,,,,,,,,,,,
4,1.71,2.73,3.80,4.85,,,,,,,,,,,,,,,
5,1.71,2.73,3.80,4.85,5.89,,,,,,,,,,,,,,
6,1.71,2.73,3.80,4.85,5.89,6.93,,,,,,,,,,,,,
7,1.71,2.73,3.80,4.85,5.89,6.93,7.97,,,,,,,,,,,,
8,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,,,,,,,,,,,
9,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,10.03,,,,,,,,,,
10,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,10.03,11.06,,,,,,,,,
11,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,10.03,11.06,12.08,,,,,,,,
12,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,10.03,11.06,12.08,13.11,,,,,,,
13,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,10.03,11.06,12.08,13.11,14.14,,,,,,
14,1.71,2.73,3.80,4.85,5.89,6.93,7.97,9.00,10.03,11.06,12.08,13.11,14.14,15.16,,,,,
15,1.71,2.73,3.80,4.85,5.89,6.93,7.96,9.00,10.03,11.06,12.08,13.11,14.13,15.16,16.18,,,,
16,1.71,2.73,3.79,4.85,5.89,6.93,7.96,9.00,10.03,11.05,12.08,13.11,14.13,15.16,16.18,17.20,,,
17,1.70,2.72,3.79,4.84,5.88,6.92,7.95,8.98,10.01,11.04,12.07,13.10,14.12,15.14,16.17,17.19,18.21,,
18,1.65,2.64,3.70,4.74,5.78,6.81,7.84,8.87,9.90,10.92,11.95,12.97,13.99,15.01,16.03,17.05,18.07,19.09,
19,1.21,2.20,3.17,4.16,5.14,6.13,7.12,8.12,9.11,10.11,11.10,12.10,13.10,14.10,15.09,16.09,17.09,18.09,19.09
