i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.76,,,,,,,,,,,,,,,,,,,
2,10.20,11.15,,,,,,,,,,,,,,,,,,
3,9.63,10.58,11.28,,,,,,,,,,,,,,,,,
4,9.07,10.02,10.72,11.39,,,,,,,,,,,,,,,,
5,8.50,9.45,10.15,10.82,11.48,,,,,,,,,,,,,,,
6,7.94,8.89,9.59,10.26,10.91,11.55,,,,,,,,,,,,,,
7,7.38,8.33,9.02,9.70,10.35,10.99,11.61,,,,,,,,,,,,,
8,6.81,7.76,8.46,9.13,9.78,10.42,11.05,11.67,,,,,,,,,,,,
9,6.25,7.20,7.90,8.57,9.22,9.86,10.49,11.10,11.72,,,,,,,,,,,
10,5.68,6.63,7.33,8.00,8.66,9.30,9.92,10.54,11.15,11.76,,,,,,,,,,
11,5.12,6.07,6.77,7.44,8.09,8.73,9.36,9.98,10.59,11.19,11.79,,,,,,,,,
12,4.56,5.51,6.20,6.88,7.53,8.17,8.79,9.41,10.02,10.63,11.23,11.82,,,,,,,,
13,3.99,4.94,5.64,6.31,6.96,7.60,8.23,8.85,9.46,10.06,10.66,11.26,11.85,,,,,,,
14,3.43,4.38,5.08,5.75,6.40,7.04,7.67,8.28,8.90,9.50,10.10,10.69,11.28,11.87,,,,,,
15,2.86,3.82,4.51,5.18,5.84,6.48,7.10,7.72,8.33,8.94,9.54,10.13,10.72,11.31,11.89,,,,,
16,2.30,3.25,3.95,4.62,5.27,5.91,6.54,7.16,7.77,8.37,8.97,9.57,10.16,10.74,11.33,11.91,,,,
17,1.74,2.69,3.38,4.05,4.71,5.34,5.97,6.59,7.20,7.80,8.40,9.00,9.59,10.17,10.76,11.34,11.92,,,
18,1.18,2.12,2.81,3.48,4.13,4.77,5.39,6.01,6.62,7.22,7.82,8.41,9.00,9.59,10.17,10.75,11.33,11.90,,
19,0.57,1.51,2.18,2.83,3.46,4.08,4.69,5.30,5.90,6.49,7.08,7.66,8.24,8.82,9.39,9.97,10.54,11.10,11.67,
20,0.00,0.73,1.23,1.73,2.23,2.73,3.23,3.73,4.23,4.73,5.23,5.73,6.23,6.73,7.23,7.73,8.23,8.73,9.23,9.73
