i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.82,,,,,,,,,,,,,,,,,,,
2,10.26,11.29,,,,,,,,,,,,,,,,,,
3,9.69,10.73,11.42,,,,,,,,,,,,,,,,,
4,9.13,10.17,10.86,11.52,,,,,,,,,,,,,,,,
5,8.57,9.60,10.29,10.96,11.61,,,,,,,,,,,,,,,
6,8.00,9.04,9.73,10.40,11.04,11.68,,,,,,,,,,,,,,
7,7.44,8.47,9.17,9.83,10.48,11.12,11.74,,,,,,,,,,,,,
8,6.87,7.91,8.60,9.27,9.92,10.55,11.18,11.79,,,,,,,,,,,,
9,6.31,7.35,8.04,8.70,9.35,9.99,10.61,11.23,11.84,,,,,,,,,,,
10,5.75,6.78,7.47,8.14,8.79,9.42,10.05,10.66,11.27,11.88,,,,,,,,,,
11,5.18,6.22,6.91,7.58,8.22,8.86,9.48,10.10,10.71,11.31,11.91,,,,,,,,,
12,4.62,5.65,6.35,7.01,7.66,8.30,8.92,9.54,10.15,10.75,11.35,11.94,,,,,,,,
13,4.05,5.09,5.78,6.45,7.10,7.73,8.36,8.97,9.58,10.18,10.78,11.37,11.96,,,,,,,
14,3.49,4.53,5.22,5.88,6.53,7.17,7.79,8.41,9.02,9.62,10.22,10.81,11.40,11.99,,,,,,
15,2.93,3.96,4.65,5.32,5.97,6.60,7.23,7.84,8.45,9.06,9.65,10.25,10.84,11.42,12.00,,,,,
16,2.36,3.40,4.09,4.76,5.40,6.04,6.66,7.28,7.89,8.49,9.09,9.68,10.27,10.86,11.44,12.02,,,,
17,1.80,2.83,3.52,4.19,4.84,5.47,6.10,6.71,7.32,7.92,8.52,9.12,9.70,10.29,10.87,11.45,12.03,,,
18,1.24,2.26,2.95,3.62,4.26,4.89,5.52,6.13,6.74,7.34,7.94,8.53,9.12,9.70,10.28,10.86,11.44,12.01,,
19,0.63,1.65,2.32,2.96,3.59,4.21,4.82,5.42,6.02,6.61,7.19,7.78,8.36,8.93,9.51,10.08,10.65,11.21,11.78,
20,0.00,0.82,1.32,1.82,2.32,2.82,3.32,3.82,4.32,4.82,5.32,5.82,6.32,6.82,7.32,7.82,8.32,8.82,9.32,9.82
