i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.49,,,,,,,,,,,,,,,,,,
2,0.49,1.54,,,,,,,,,,,,,,,,,
3,0.49,1.54,2.56,,,,,,,,,,,,,,,,
4,0.49,1.54,2.56,3.58,,,,,,,,,,,,,,,
5,0.49,1.54,2.56,3.58,4.59,,,,,,,,,,,,,,
6,0.49,1.54,2.56,3.58,4.59,5.60,,,,,,,,,,,,,
7,0.49,1.54,2.56,3.58,4.59,5.60,6.61,,,,,,,,,,,,
8,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,,,,,,,,,,,
9,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,,,,,,,,,,
10,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,,,,,,,,,
11,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.65,,,,,,,,
12,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.65,11.65,,,,,,,
13,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.65,11.65,12.66,,,,,,
14,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.65,11.65,12.66,13.67,,,,,
15,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.65,11.65,12.66,13.67,14.67,,,,
16,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.65,11.65,12.66,13.67,14.67,15.67,,,
17,0.49,1.54,2.56,3.58,4.59,5.60,6.61,7.62,8.63,9.64,10.64,11.65,12.66,13.66,14.67,15.67,16.78,,
18,0.48,1.53,2.55,3.57,4.58,5.59,6.60,7.61,8.62,9.62,10.63,11.64,12.64,13.65,14.65,15.66,16.69,18.30,
19,0.41,1.43,2.43,3.43,4.43,5.43,6.43,7.43,8.43,9.43,10.43,11.43,12.43,13.43,14.43,15.43,16.45,17.63,18.79
