i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.75,,,,,,,,,,,,,,,,,,
2,1.75,2.78,,,,,,,,,,,,,,,,,
3,1.75,2.78,3.85,,,,,,,,,,,,,,,,
4,1.75,2.78,3.85,4.90,,,,,,,,,,,,,,,
5,1.75,2.78,3.85,4.90,5.94,,,,,,,,,,,,,,
6,1.75,2.78,3.85,4.90,5.94,6.98,,,,,,,,,,,,,
7,1.75,2.78,3.85,4.90,5.94,6.98,8.02,,,,,,,,,,,,
8,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,,,,,,,,,,,
9,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,,,,,,,,,,
10,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,11.11,,,,,,,,,
11,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,11.11,12.14,,,,,,,,
12,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,11.11,12.14,13.16,,,,,,,
13,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,11.11,12.14,13.16,14.19,,,,,,
14,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,11.11,12.14,13.16,14.19,15.21,,,,,
15,1.75,2.78,3.85,4.90,5.94,6.98,8.02,9.05,10.08,11.11,12.14,13.16,14.19,15.21,16.24,,,,
16,1.75,2.78,3.85,4.90,5.94,6.98,8.01,9.05,10.08,11.11,12.13,13.16,14.19,15.21,16.23,17.26,,,
17,1.75,2.77,3.84,4.89,5.93,6.97,8.00,9.04,10.07,11.09,12.12,13.15,14.17,15.20,16.22,17.24,18.26,,
18,1.69,2.69,3.75,4.79,5.83,6.86,7.89,8.92,9.95,10.97,12.00,13.02,14.04,15.07,16.09,17.11,18.12,19.14,
19,1.26,2.24,3.22,4.20,5.18,6.17,7.16,8.16,9.15,10.15,11.14,12.14,13.14,14.14,15.13,16.13,17.13,18.13,19.13
