i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.02,,,,,,,,,,,,,,,,,,
2,1.02,2.12,,,,,,,,,,,,,,,,,
3,1.02,2.12,3.10,,,,,,,,,,,,,,,,
4,1.02,2.12,3.10,4.12,,,,,,,,,,,,,,,
5,1.02,2.12,3.10,4.12,5.15,,,,,,,,,,,,,,
6,1.02,2.12,3.10,4.12,5.15,6.18,,,,,,,,,,,,,
7,1.02,2.12,3.10,4.12,5.15,6.18,7.21,,,,,,,,,,,,
8,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,,,,,,,,,,,
9,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,,,,,,,,,,
10,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,10.31,,,,,,,,,
11,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,10.31,11.35,,,,,,,,
12,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,10.31,11.35,12.38,,,,,,,
13,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,10.31,11.35,12.38,13.40,,,,,,
14,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,10.31,11.35,12.38,13.40,14.43,,,,,
15,1.02,2.12,3.10,4.12,5.15,6.18,7.21,8.26,9.29,10.31,11.35,12.38,13.40,14.43,15.46,,,,
16,1.02,2.12,3.09,4.12,5.14,6.18,7.21,8.25,9.29,10.31,11.35,12.38,13.40,14.43,15.46,16.48,,,
17,1.02,2.11,3.09,4.11,5.14,6.17,7.21,8.24,9.28,10.30,11.34,12.37,13.39,14.41,15.44,16.46,17.48,,
18,0.95,2.05,3.01,4.03,5.04,6.08,7.11,8.13,9.16,10.19,11.21,12.24,13.27,14.29,15.31,16.33,17.35,18.37,
19,0.67,1.57,2.51,3.47,4.45,5.42,6.42,7.41,8.40,9.39,10.39,11.39,12.39,13.39,14.38,15.38,16.38,17.38,18.38
